Lot_Wafer_ID,Step1_EQ1,Step1_R1,Step1_R2,Step1_R3,Step1_D1,Step2_EQ1,Step2_R1,Step2_D1,Step3_EQ1,Step3_EQ2,Step3_EQ3,Step3_R1,Step3_R2,Step3_R3,Step3_D1,Step3_D2,Step4_EQ1,Step4_R1,Step4_R2,Step4_R3,Step4_D1,Step4_D2,Step4_D3,Step5_EQ1,Step5_EQ2,Step5_R1,Step5_R2,Step5_R3,Step5_D1,Step5_D2,Step5_D3,Step6_EQ1,Step6_EQ2,Step6_EQ3,Step6_R1,Step6_R2,Step6_R3,Step6_D1,Step6_D2,Step7_EQ1,Step7_R1,Step7_R2,Step7_D1,Step8_EQ1,Step8_R1,Step8_R2,Step8_D1,Step9_EQ1,Step9_EQ2,Step9_R1,Step9_R2,Step9_R3,Step9_D1,Step9_D2,Step9_D3,Step10_EQ1,Step10_EQ2,Step10_EQ3,Step10_R1,Step10_R2,Step10_D1,Step10_D2,Step10_D3,Step11_EQ1,Step11_EQ2,Step11_R1,Step11_D1,Step11_D2,Step12_EQ1,Step12_R1,Step12_R2,Step12_D1,Step13_EQ1,Step13_R1,Step13_R2,Step13_R3,Step13_D1,Step13_D2,Step13_D3,Step14_EQ1,Step14_R1,Step14_R2,Step14_D1,Step14_D2,Step15_EQ1,Step15_R1,Step15_R2,Step15_D1,Step15_D2,Step15_D3,Step16_EQ1,Step16_EQ2,Step16_R1,Step16_D1,Step16_D2,Step17_EQ1,Step17_EQ2,Step17_EQ3,Step17_R1,Step17_D1,Step17_D2,Step17_D3,Step18_EQ1,Step18_R1,Step18_R2,Step18_R3,Step18_D1,Step18_D2,Step19_EQ1,Step19_EQ2,Step19_R1,Step19_D1,Step19_D2,Step20_EQ1,Step20_EQ2,Step20_EQ3,Step20_R1,Step20_D1,Step20_D2,Step21_EQ1,Step21_EQ2,Step21_EQ3,Step21_R1,Step21_R2,Step21_D1,Step22_EQ1,Step22_EQ2,Step22_R1,Step22_R2,Step22_R3,Step22_D1,Step23_EQ1,Step23_R1,Step23_R2,Step23_D1,Step24_EQ1,Step24_R1,Step24_R2,Step24_D1,Step25_EQ1,Step25_R1,Step25_D1,Step26_EQ1,Step26_EQ2,Step26_R1,Step26_R2,Step26_R3,Step26_D1,Step26_D2,Step26_D3,Step27_EQ1,Step27_R1,Step27_R2,Step27_R3,Step27_D1,Step27_D2,Step28_EQ1,Step28_EQ2,Step28_R1,Step28_R2,Step28_R3,Step28_D1,Step28_D2,Step29_EQ1,Step29_R1,Step29_R2,Step29_R3,Step29_D1,Step29_D2,Step30_EQ1,Step30_EQ2,Step30_R1,Step30_R2,Step30_R3,Step30_D1,Step30_D2,Step30_D3,Y,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
L314W04,Model2_EQB_CH2,,,2714.898789,12,Model1_EQE_CH2,813.9846016,10,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,136.9292626,2789.751562,,,Model1_EQD_CH4,2294.754432,,,7,7,8,Model1_EQC_CH1,Model2_EQD_CH4,,1751.509307,,,,5,Model2_EQC_CH1,Model1_EQC_CH1,Model2_EQC_CH3,1086.605914,,,12,11,Model1_EQD_CH1,,582.8657188,6,Model2_EQB_CH4,1663.504138,1029.959784,9,Model2_EQA_CH2,Model2_EQE_CH2,,2254.853194,2629.270379,,,,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,,902.3352956,,11,8,Model2_EQE_CH1,Model2_EQC_CH4,,,14,Model1_EQE_CH4,,1389.605321,8,Model2_EQA_CH1,1798.281236,,3396.834258,11,,,Model1_EQB_CH1,1144.958503,,,,Model1_EQC_CH1,,405.2778469,8,,,Model1_EQB_CH3,Model1_EQC_CH3,,8,,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,,,,,Model1_EQE_CH3,1431.397265,,,,9,Model1_EQD_CH2,Model1_EQA_CH2,1999.32805,6,12,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,3043.255243,,5,Model2_EQE_CH2,Model1_EQC_CH3,Model1_EQE_CH2,2361.051697,,,Model2_EQA_CH2,Model1_EQB_CH4,299.2786138,,1410.596445,7,Model2_EQA_CH4,,,,Model2_EQD_CH2,,88.2070436,10,Model2_EQD_CH3,,,Model2_EQC_CH4,Model1_EQD_CH4,1008.297892,1224.399061,1023.654104,12,,8,Model2_EQB_CH1,,2037.631253,2014.502881,,,Model2_EQA_CH4,Model1_EQE_CH2,1145.763288,780.2697875,346.9145374,,,Model1_EQE_CH1,1229.053356,2081.677913,2359.997767,8,,Model2_EQE_CH4,Model2_EQA_CH2,,,1525.471672,,,,88.9,4.7,1,2.2,1.5,1.7,47,307,125,77,134
L314W05,Model2_EQB_CH2,,807.3603336,2437.230977,8,Model2_EQC_CH3,,,Model2_EQE_CH1,Model2_EQB_CH1,Model2_EQA_CH3,2054.047037,,,,14,Model2_EQD_CH4,,1327.577416,,10,8,13,Model2_EQD_CH1,Model2_EQD_CH4,,1770.892391,3332.127763,6,,11,Model2_EQA_CH1,Model1_EQD_CH4,Model2_EQC_CH3,,773.7819354,,,11,Model1_EQD_CH1,,579.0667429,,Model2_EQB_CH4,,807.7232221,,Model2_EQA_CH2,Model2_EQE_CH2,2512.046483,2274.883455,-2776.790973,6,,,Model1_EQA_CH1,Model1_EQC_CH1,Model2_EQD_CH1,2203.149913,,,12,10,Model2_EQE_CH1,Model2_EQC_CH4,2915.088606,13,,Model1_EQD_CH2,2081.804639,1576.359672,,Model1_EQB_CH1,2050.144326,,,9,,,Model1_EQB_CH1,949.4886923,2735.207597,7,,Model1_EQC_CH1,1801.855194,476.7260395,10,12,,Model1_EQB_CH3,Model1_EQE_CH2,,,5,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,,,7,,Model1_EQE_CH3,,,114.499676,9,,Model1_EQC_CH3,Model1_EQA_CH2,2009.377513,,8,Model1_EQB_CH1,Model1_EQC_CH4,Model1_EQA_CH3,2601.139772,,,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,3001.700669,1648.135539,9,Model2_EQA_CH2,Model1_EQB_CH4,370.8867224,505.1977353,1642.638712,10,Model2_EQA_CH4,780.2577852,1783.0043,10,Model2_EQD_CH2,1958.476163,,,Model2_EQD_CH3,,,Model2_EQC_CH4,Model1_EQC_CH1,1146.367112,1332.483063,,,10,,Model2_EQB_CH1,,,,12,7,Model2_EQA_CH4,Model1_EQE_CH2,1008.647195,828.4287312,377.7119172,8,3,Model2_EQB_CH4,,,2092.091753,,8,Model1_EQB_CH2,Model2_EQD_CH4,2771.138641,,1304.556794,9,,,87.2,4.3,0.9,2.9,1.4,3.3,73,334,118,86,167
L314W06,Model2_EQB_CH2,,,,7,Model1_EQE_CH2,1168.27695,11,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,115.0466199,2938.809162,,9,Model2_EQD_CH4,,,2756.549694,10,,11,Model2_EQD_CH1,Model2_EQD_CH4,2301.290491,1659.179798,2855.435015,8,,7,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,,,,12,9,Model1_EQD_CH1,2727.382721,548.4017732,8,Model2_EQB_CH1,,955.9463302,10,Model2_EQA_CH2,Model2_EQE_CH2,2772.540818,1905.943088,,,,10,Model1_EQC_CH3,Model2_EQD_CH4,Model2_EQD_CH1,2419.300057,,,,11,Model2_EQE_CH1,Model2_EQD_CH3,2371.314165,9,7,Model1_EQD_CH2,2326.174791,,,Model1_EQB_CH1,1868.959105,,2716.439894,9,14,11,Model2_EQB_CH4,795.9890066,,12,8,Model1_EQA_CH2,1725.875015,,10,,,Model1_EQB_CH3,Model1_EQC_CH3,1237.371479,,14,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,,5,13,,Model1_EQE_CH3,1480.970578,1594.047643,,11,12,Model1_EQC_CH3,Model1_EQA_CH2,,,,Model2_EQA_CH3,Model1_EQC_CH4,Model1_EQA_CH3,2822.230033,,,Model2_EQE_CH2,Model1_EQB_CH4,Model1_EQA_CH1,3045.444302,,17,Model2_EQB_CH3,Model1_EQB_CH4,352.4679229,561.5186907,,,Model2_EQA_CH4,759.4049179,1999.996964,11,Model2_EQD_CH2,,81.52195972,13,Model2_EQD_CH3,,9,Model2_EQC_CH4,Model1_EQC_CH1,1160.429156,,984.016839,15,14,7,Model2_EQB_CH1,332.2240417,,2391.995137,,8,Model2_EQC_CH1,Model2_EQA_CH3,,1004.304046,,,11,Model1_EQE_CH1,1472.014926,,2154.913609,8,,Model1_EQB_CH2,Model2_EQD_CH4,,,,,,,86.3,4.4,2.3,2.4,0.7,3.9,45,283,107,79,149
L314W07,Model2_EQA_CH1,,762.3671963,2142.748944,,Model1_EQE_CH2,969.7089532,9,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,128.1883348,2939.944716,,,Model2_EQD_CH4,2781.732138,1344.960527,2345.271435,12,,13,Model2_EQD_CH1,Model1_EQD_CH1,1975.250067,,,,15,9,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,1513.752224,,,9,,Model1_EQD_CH1,,687.7741811,13,Model2_EQB_CH4,1675.878987,864.6799209,7,Model2_EQA_CH2,Model2_EQE_CH2,3003.189406,,2962.719717,,15,12,Model1_EQE_CH1,Model1_EQB_CH2,Model2_EQD_CH1,,,17,,12,Model2_EQE_CH1,Model2_EQC_CH4,,12,,Model1_EQD_CH2,2089.522538,,,Model1_EQB_CH1,,350.405857,3038.620775,,,,Model1_EQB_CH1,,-3233.514059,4,12,Model2_EQD_CH3,,,10,,7,Model1_EQB_CH3,Model1_EQC_CH3,,,11,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,1721.43773,7,,14,Model1_EQC_CH2,,,122.1379681,,7,Model1_EQC_CH3,Model1_EQA_CH2,1850.395198,,8,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,2796.543692,12,8,Model2_EQE_CH2,Model2_EQB_CH4,Model2_EQC_CH2,2480.783888,1807.111685,13,Model2_EQA_CH2,Model1_EQB_CH4,278.8405375,691.7959419,,7,Model2_EQA_CH4,783.4106041,,15,Model2_EQD_CH3,1770.674164,83.97539171,7,Model2_EQD_CH3,107.8817158,17,Model2_EQC_CH4,Model1_EQC_CH1,1162.630865,,,8,,14,Model2_EQB_CH1,,,1677.588194,9,1,Model1_EQA_CH4,Model2_EQB_CH2,1060.594465,940.691389,,9,12,Model1_EQE_CH1,,2016.906572,2493.377595,12,,Model1_EQB_CH2,Model2_EQD_CH4,2784.24609,2444.427781,1353.715962,,13,10,76.7,8.8,8.4,1.9,0,4.2,51,256,136,72,150
L314W08,Model2_EQB_CH2,1481.279293,800.5227093,,6,Model1_EQC_CH3,921.8753069,,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,137.7649246,,,,Model2_EQD_CH4,,,,,17,12,Model2_EQD_CH1,Model2_EQD_CH4,,1700.44078,,9,,,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,1478.784611,,,,,Model1_EQD_CH1,2531.254835,581.9584271,,Model2_EQB_CH4,1992.077842,,11,Model2_EQA_CH2,Model2_EQE_CH2,2982.106424,2218.933035,2473.398213,9,,8,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,2155.863792,767.9861727,7,4,7,Model2_EQE_CH1,Model2_EQC_CH4,,,,Model1_EQD_CH2,1985.939918,,10,Model1_EQB_CH1,2093.004543,408.2742068,,,,,Model1_EQB_CH1,,2268.092993,12,,Model2_EQB_CH2,,493.9468395,5,,9,Model1_EQB_CH3,Model1_EQC_CH3,,11,8,Model2_EQD_CH2,Model2_EQA_CH4,Model1_EQC_CH4,,11,,8,Model1_EQE_CH3,1878.849636,1496.743396,100.0868612,9,13,Model1_EQC_CH3,Model1_EQA_CH2,2040.409979,9,,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,2738.377851,,,Model2_EQE_CH2,Model2_EQD_CH2,Model1_EQE_CH2,3080.81946,1790.675796,,Model2_EQB_CH4,Model1_EQB_CH4,346.7218,,1180.345347,8,Model2_EQA_CH4,926.3277037,1771.278478,11,Model2_EQD_CH2,,83.30504704,11,Model2_EQD_CH3,144.5056925,13,Model2_EQC_CH4,Model1_EQC_CH1,,1227.530627,1157.525962,14,14,,Model2_EQB_CH1,371.4090763,,2729.794603,13,6,Model2_EQA_CH4,Model1_EQE_CH2,1268.615178,855.0115402,,14,,Model1_EQE_CH1,1475.580432,,,,7,Model1_EQB_CH2,Model2_EQD_CH4,3276.893591,2560.488994,1433.408808,,10,,75.9,2.8,7.9,2.8,2.9,7.7,48,299,119,86,151
L314W09,Model2_EQB_CH2,,,2517.611659,,Model1_EQE_CH2,833.3751618,,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,161.5828157,13059.1919,,,Model2_EQD_CH4,,1478.447254,,,5,,Model2_EQD_CH1,Model2_EQD_CH4,2193.10058,1462.299215,,2,,8,Model2_EQC_CH1,Model1_EQB_CH2,Model2_EQC_CH3,1635.617352,714.2214605,,12,11,Model1_EQD_CH3,,517.7920839,,Model2_EQB_CH4,,,,Model2_EQA_CH2,Model2_EQE_CH2,,,,,7,,Model1_EQC_CH3,Model1_EQC_CH1,Model1_EQA_CH2,,,10,13,,Model2_EQE_CH1,Model2_EQC_CH4,,8,5,Model2_EQA_CH4,,1459.324872,,Model2_EQB_CH2,,,,,,,Model1_EQE_CH2,980.492213,,,,Model1_EQD_CH3,,,,,,Model1_EQB_CH3,Model1_EQC_CH3,,7,16,Model1_EQB_CH4,Model1_EQE_CH4,Model1_EQC_CH4,1813.033102,17,,,Model1_EQE_CH3,1704.694282,,124.7245883,,,Model1_EQC_CH3,Model1_EQA_CH2,2027.130412,8,,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,,,10,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,2465.846982,,,Model1_EQA_CH2,Model1_EQB_CH4,319.5100757,711.9821984,1508.807908,,Model2_EQA_CH4,804.830215,1819.605077,12,Model2_EQD_CH1,,85.52969076,,Model2_EQD_CH3,,,Model2_EQC_CH4,Model1_EQC_CH1,,1364.181055,,8,,,Model2_EQB_CH1,296.7321933,1943.387077,2333.45765,14,7,Model2_EQA_CH4,Model1_EQE_CH2,,621.1550044,400.1688024,9,,Model1_EQE_CH1,1376.958951,1829.502773,2067.644742,8,,Model1_EQB_CH2,Model2_EQD_CH4,,2257.476142,1155.581047,,,10,78.3,3.3,2.5,8.8,1.1,6,58,292,113,81,120
L314W10,Model2_EQB_CH2,1340.26625,,,10,Model1_EQE_CH2,,,Model1_EQE_CH4,Model1_EQA_CH2,Model2_EQD_CH4,,165.6582768,,8,13,Model2_EQC_CH2,2806.218626,1373.051999,,16,11,9,Model2_EQD_CH1,Model1_EQC_CH3,,1751.83568,2697.823593,,,,Model2_EQC_CH1,Model1_EQD_CH4,Model1_EQD_CH4,,,132.6533098,18,4,Model1_EQC_CH4,,519.6507512,11,Model2_EQB_CH4,1762.490318,985.9344822,6,Model2_EQA_CH2,Model2_EQE_CH2,,2691.618962,,,12,7,Model1_EQC_CH3,Model1_EQD_CH3,Model2_EQD_CH2,2065.298037,,9,13,13,Model2_EQE_CH1,Model2_EQC_CH4,2624.587884,,,Model1_EQD_CH2,1656.053299,1425.107438,9,Model1_EQB_CH1,,,2798.810299,,,15,Model1_EQB_CH1,924.1054433,2681.899851,,,Model1_EQC_CH1,,,14,,,Model1_EQB_CH3,Model2_EQE_CH2,,14,7,Model2_EQD_CH2,Model2_EQB_CH3,Model1_EQC_CH4,,9,6,8,Model1_EQB_CH2,1581.437917,1531.102107,116.2412045,7,14,Model2_EQE_CH3,Model1_EQA_CH2,1962.916502,,,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,2574.00069,10,8,Model2_EQE_CH2,Model1_EQB_CH2,Model1_EQE_CH2,2754.274117,1665.105961,5,Model2_EQA_CH2,Model1_EQB_CH4,,548.5094465,,14,Model2_EQA_CH4,,1842.740992,,Model2_EQD_CH2,,,17,Model2_EQD_CH3,133.5983703,,Model2_EQC_CH4,Model1_EQC_CH1,1015.958178,,1071.557603,10,,,Model2_EQB_CH1,,1882.922625,2471.584052,,,Model2_EQA_CH4,Model1_EQE_CH2,1147.080291,895.5365965,424.7925897,13,5,Model1_EQE_CH1,1447.299979,2224.657453,1833.184767,,,Model1_EQB_CH2,Model2_EQD_CH4,,2505.888998,,7,19,7,87.4,1.1,1.3,3.4,1.6,5.2,43,285,122,64,157
L314W11,Model1_EQE_CH4,1875.392878,,,9,Model1_EQE_CH2,823.5076398,,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,2189.161178,,2458.145081,5,,Model2_EQD_CH4,2088.757978,,2303.66784,15,,6,Model2_EQD_CH1,Model2_EQD_CH4,,1729.970467,2668.232489,,15,3,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQD_CH4,1616.384599,651.4788882,,,,Model2_EQE_CH4,1863.163335,567.497847,,Model2_EQB_CH4,1692.011352,865.827204,,Model2_EQA_CH2,Model1_EQB_CH1,2768.872448,,2894.955056,11,,,Model1_EQC_CH3,Model1_EQC_CH1,Model1_EQB_CH4,-2495.533813,,10,12,,Model2_EQE_CH1,Model2_EQC_CH4,,,6,Model1_EQD_CH2,2161.480789,1452.729246,10,Model2_EQE_CH4,,426.400411,,,12,9,Model1_EQB_CH1,876.23362,2473.497286,12,11,Model1_EQC_CH1,,551.3995106,,12,8,Model1_EQB_CH2,Model1_EQC_CH3,,9,11,Model2_EQA_CH2,Model1_EQE_CH4,Model1_EQC_CH4,,,,8,Model1_EQE_CH3,1416.376192,,,12,14,Model1_EQC_CH3,Model1_EQA_CH2,,,,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,2828.666291,12,,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,,1971.02326,,Model2_EQA_CH2,Model1_EQB_CH4,,717.6110703,,,Model2_EQA_CH4,856.8513276,1763.936547,6,Model1_EQE_CH3,1607.428697,72.70195511,11,Model2_EQD_CH3,129.0800317,,Model2_EQE_CH4,Model1_EQC_CH1,1277.814429,1386.440039,1115.101598,12,,8,Model1_EQC_CH2,312.1369753,,,7,10,Model2_EQA_CH4,Model1_EQE_CH2,,918.8803553,401.2304689,11,,Model1_EQE_CH1,1121.39467,,2459.537678,11,8,Model1_EQB_CH2,Model2_EQD_CH4,,2332.864434,1398.118409,,10,8,85.7,4.2,0.7,3.3,2.1,4,52,282,143,79,155
L314W12,Model2_EQB_CH2,,822.838381,,9,Model1_EQE_CH2,989.4563164,,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,,2737.287577,,8,Model2_EQD_CH4,,,2216.21324,12,,10,Model2_EQD_CH1,Model1_EQE_CH1,2095.169261,,3106.02362,8,5,,Model1_EQD_CH2,Model1_EQD_CH4,Model2_EQC_CH3,1444.882685,,,16,7,Model1_EQD_CH1,,,,Model2_EQA_CH2,1887.39252,,12,Model2_EQA_CH2,Model2_EQE_CH2,2892.844273,,2818.337907,,11,,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,,729.3869748,,,,Model2_EQE_CH1,Model2_EQC_CH4,2662.660594,,10,Model1_EQD_CH2,,,,Model1_EQE_CH3,,,,,13,,Model1_EQA_CH4,957.2661441,,7,,Model1_EQC_CH1,1842.683835,,11,8,,Model1_EQB_CH3,Model1_EQC_CH3,1226.598783,,6,Model2_EQD_CH3,Model1_EQE_CH4,Model1_EQC_CH4,,9,,18,Model1_EQE_CH3,1653.986574,,104.689681,,,Model1_EQC_CH3,Model1_EQA_CH2,2345.895286,,10,Model2_EQA_CH2,Model1_EQC_CH4,Model2_EQA_CH1,,8,9,Model2_EQE_CH2,Model2_EQB_CH4,Model2_EQD_CH3,2491.0928,1548.870996,,Model2_EQA_CH2,Model1_EQB_CH4,,552.2139727,1371.791586,,Model2_EQB_CH3,1027.762356,,14,Model2_EQD_CH2,1854.237985,86.2074901,,Model2_EQD_CH3,,,Model2_EQC_CH4,Model1_EQC_CH1,,1255.301033,,6,,,Model2_EQB_CH1,,,,,,Model2_EQA_CH4,Model2_EQB_CH3,,,,13,,Model1_EQE_CH1,1495.815702,1896.502228,2417.388319,9,5,Model1_EQB_CH2,Model1_EQE_CH2,2858.931177,2747.912147,1390.559694,6,6,,85.7,4.6,5.1,2,0.5,2.1,54,302,127,63,135
L314W13,Model2_EQB_CH2,,802.8779707,2652.176402,10,Model1_EQA_CH2,,10,Model1_EQE_CH4,Model2_EQB_CH4,Model2_EQA_CH3,,155.914103,2507.858309,8,,Model2_EQD_CH4,2238.140457,1289.115235,2275.347824,,,12,Model1_EQC_CH4,Model2_EQC_CH4,1934.907452,1503.3658,2639.728051,16,20,19,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,1698.739743,,,,,Model1_EQC_CH3,2300.426701,497.2234185,12,Model2_EQB_CH4,1625.739547,,,Model2_EQA_CH2,Model1_EQD_CH1,3414.388022,,,9,,,Model1_EQC_CH3,Model1_EQC_CH2,Model2_EQD_CH1,,836.1535331,10,,,Model2_EQE_CH1,Model2_EQC_CH4,2746.68204,10,,Model1_EQD_CH2,,,,Model1_EQB_CH1,,,,14,13,,Model1_EQB_CH1,948.3452567,,,,Model1_EQC_CH1,2016.976204,,,9,,Model1_EQB_CH3,Model1_EQC_CH3,,18,,Model2_EQD_CH2,Model2_EQA_CH3,Model1_EQA_CH4,,,11,9,Model1_EQE_CH3,1280.40552,1342.354549,,,9,Model1_EQC_CH3,Model1_EQA_CH2,2088.344752,,12,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,2578.845547,,15,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,,1763.584349,,Model2_EQA_CH2,Model1_EQD_CH3,355.0656026,646.5006272,1012.47399,11,Model2_EQC_CH3,910.9920956,,,Model2_EQD_CH2,1762.45143,84.11268118,9,Model1_EQE_CH4,126.7694548,12,Model2_EQC_CH1,Model1_EQC_CH1,1082.334838,1199.507478,1202.04328,12,,,Model2_EQB_CH1,,1889.001844,,8,,Model2_EQA_CH4,Model1_EQE_CH2,,847.2864541,370.1582194,,,Model1_EQE_CH1,,1909.765577,2093.837119,,9,Model1_EQB_CH2,Model2_EQD_CH4,2807.552104,2651.753464,,,10,,83.4,3.3,0.8,4.8,3.1,4.6,52,310,115,89,143
L314W14,Model2_EQB_CH2,,918.489238,2395.963196,13,Model1_EQE_CH2,974.9676009,9,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQC_CH2,2500.828463,,,,,Model2_EQD_CH4,2210.967357,1350.654461,,6,14,,Model2_EQD_CH1,Model1_EQA_CH4,,1639.887583,2888.726679,,9,10,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,1420.565515,,,7,12,Model1_EQD_CH1,2630.035495,,8,Model2_EQB_CH4,,,,Model1_EQE_CH3,Model2_EQC_CH4,,2286.448868,,,,7,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQC_CH4,,770.50142,8,,12,Model2_EQE_CH1,Model2_EQC_CH4,2557.3468,,,Model1_EQD_CH2,,1384.401733,9,Model1_EQB_CH1,2134.028734,390.5978211,2991.57875,,,9,Model1_EQB_CH1,,2558.738059,11,,Model2_EQC_CH2,,,8,,,Model2_EQE_CH4,Model1_EQC_CH3,,,,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,1987.483823,,12,,Model1_EQE_CH3,,,114.6444782,10,13,Model1_EQC_CH3,Model2_EQE_CH1,1947.407472,6,13,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,3225.859785,,,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,3162.081467,1767.483527,,Model2_EQA_CH2,Model1_EQB_CH4,,685.4563705,1292.65578,10,Model2_EQA_CH4,,1910.905695,9,Model2_EQD_CH2,1880.856112,,,Model2_EQD_CH3,,,Model2_EQC_CH4,Model1_EQC_CH1,,1099.847587,1257.77291,,,,Model2_EQB_CH1,356.229154,2192.937008,1881.956104,,,Model2_EQA_CH4,Model1_EQE_CH2,,,,,,Model1_EQE_CH1,,,2254.542217,,9,Model1_EQE_CH4,Model2_EQD_CH4,3417.899644,,1275.200899,,,,80.2,4.4,2.1,8.6,1.7,3,52,301,116,74,168
L314W15,Model2_EQB_CH2,,,1982.842528,,Model1_EQA_CH3,1053.922237,9,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,126.0366426,2739.007462,,12,Model2_EQD_CH4,2853.151693,,2456.934035,11,,,Model2_EQD_CH1,Model2_EQD_CH4,1564.415513,,2431.362101,4,,,Model2_EQC_CH1,Model2_EQC_CH2,Model2_EQC_CH1,1421.852408,,,4,10,Model1_EQD_CH1,2596.851857,614.1660374,,Model2_EQB_CH4,,,9,Model2_EQA_CH2,Model2_EQE_CH2,2302.789997,2072.508579,,6,16,,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,2252.763212,745.9127606,,,16,Model2_EQE_CH1,Model2_EQC_CH4,,,11,Model1_EQD_CH2,2240.052912,,9,Model1_EQB_CH1,1789.349675,328.8600389,,9,13,10,Model1_EQB_CH1,,2290.626494,17,11,Model1_EQC_CH1,,527.3621326,8,,11,Model1_EQB_CH3,Model1_EQC_CH3,1194.589064,14,14,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,1738.658822,,,,Model1_EQE_CH3,1634.017618,1372.69739,113.2939713,13,12,Model1_EQC_CH3,Model1_EQA_CH2,,,6,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,3585.68662,11,,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,3028.074229,1639.951771,15,Model2_EQA_CH2,Model1_EQB_CH4,361.7219323,,1317.259944,,Model2_EQA_CH4,979.2182108,1817.138658,,Model2_EQD_CH2,,,,Model2_EQA_CH4,128.65764,16,Model2_EQC_CH4,Model1_EQC_CH1,1160.87184,1370.980898,,12,,,Model2_EQB_CH1,284.7773565,,,14,,Model2_EQA_CH4,Model1_EQE_CH2,,,,10,12,Model1_EQE_CH1,1422.049738,2297.648423,2378.76582,12,7,Model1_EQA_CH1,Model2_EQD_CH4,,,1326.688432,,,12,80.5,6.1,4.1,3.9,2.2,3.2,49,316,121,89,141
