Lot_Wafer_ID,Step1_R1,Step1_R2,Step1_R3,Step1_EQ,Step2_R1,Step2_EQ,Step3_R1,Step3_D1,Step3_EQ,Step4_R1,Step4_R2,Step4_R3,Step4_EQ,Step5_R1,Step5_R2,Step5_EQ,Step6_R1,Step6_EQ,Step7_R1,Step7_D1,Step7_EQ,Step8_R1,Step8_EQ,Step9_R1,Step9_R2,Step9_R3,Step9_EQ,Step10_R1,Step10_D1,Step10_EQ,Step11_R1,Step11_R2,Step11_R3,Step11_EQ,Step12_R1,Step12_R2,Step12_R3,Step12_D1,Step12_EQ,Step13_R1,Step13_R2,Step13_R3,Step13_D1,Step13_EQ,Step14_R1,Step14_EQ,Step15_R1,Step15_R2,Step15_R3,Step15_EQ,Step16_R1,Step16_R2,Step16_EQ,Step17_R1,Step17_EQ,Step18_R1,Step18_D1,Step18_EQ,Step19_R1,Step19_D1,Step19_EQ,Step20_R1,Step20_D1,Step20_EQ,Step21_R1,Step21_D1,Step21_EQ,Step22_R1,Step22_R2,Step22_R3,Step22_EQ,Step23_R1,Step23_R2,Step23_R3,Step23_EQ,Step24_R1,Step24_EQ,Step25_R1,Step25_R2,Step25_R3,Step25_EQ,Step26_R1,Step26_EQ,Step27_R1,Step27_R2,Step27_R3,Step27_EQ,Step28_R1,Step28_R2,Step28_R3,Step28_EQ,Step29_R1,Step29_R2,Step29_R3,Step29_D1,Step29_EQ,Step30_R1,Step30_R2,Step30_R3,Step30_EQ,Y,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
L378W10,,2546.244427,,Step1_Model1_EQA_CH2,2296.530206,Step2_Model2_EQA_CH2,,10,Step3_Model2_EQB_CH3,,635.382083,,Step4_Model1_EQC_CH3,1070.588668,1040.201656,Step5_Model2_EQC_CH2,992.3793066,Step6_Model1_EQB_CH1,1887.969255,,Step7_Model1_EQA_CH4,,Step8_Model2_EQB_CH1,731.1161689,2024.300904,,Step9_Model2_EQC_CH4,782.7261226,,Step10_Model1_EQD_CH4,1367.778559,697.6636654,590.5101969,Step11_Model1_EQB_CH3,2030.056945,2221.558212,1100.34043,,Step12_Model1_EQB_CH2,,846.5955204,662.4763682,9,Step13_Model2_EQD_CH3,,Step14_Model2_EQD_CH3,,761.9752388,1801.965411,Step15_Model2_EQC_CH4,868.7740801,1040.82339,Step16_Model2_EQA_CH4,1852.208241,Step17_Model1_EQA_CH2,,5,Step18_Model1_EQB_CH4,,14,Step19_Model2_EQC_CH3,814.0873512,,Step20_Model1_EQD_CH4,2305.565779,,Step21_Model1_EQC_CH1,,,621.3740765,Step22_Model1_EQC_CH4,2333.040692,873.3240619,,Step23_Model2_EQC_CH3,1485.570676,Step24_Model2_EQC_CH3,,1891.000906,1077.09929,Step25_Model1_EQD_CH1,2353.031242,Step26_Model1_EQD_CH1,1607.187319,,887.1036871,Step27_Model1_EQD_CH2,1966.397728,1675.136561,2346.779819,Step28_Model1_EQB_CH4,669.8378841,1463.949925,,10,Step29_Model2_EQA_CH3,2255.526837,1298.643569,,Step30_Model2_EQA_CH1,21.1,20.1,16.4,14.5,15.1,12.8,147,57,29,53,286
L378W11,768.1069115,2395.005146,,Step1_Model1_EQA_CH4,2161.170927,Step2_Model2_EQA_CH3,2547.334406,12,Step3_Model2_EQB_CH2,,736.1150571,,Step4_Model1_EQC_CH4,1013.744361,1049.921685,Step5_Model2_EQC_CH2,,Step6_Model1_EQB_CH4,1990.786475,6,Step7_Model1_EQA_CH3,,Step8_Model2_EQB_CH3,737.92397,1831.298838,2203.061172,Step9_Model2_EQC_CH4,672.114406,,Step10_Model1_EQD_CH1,,,548.671363,Step11_Model1_EQB_CH3,2102.28377,,1044.628958,11,Step12_Model1_EQB_CH1,,830.0734749,,8,Step13_Model2_EQD_CH2,2338.496482,Step14_Model2_EQD_CH3,1902.724989,737.9715583,1777.057429,Step15_Model2_EQC_CH1,907.0949837,,Step16_Model2_EQA_CH3,1828.585802,Step17_Model1_EQA_CH2,2633.162448,14,Step18_Model1_EQB_CH3,,7,Step19_Model2_EQC_CH3,872.3807206,,Step20_Model1_EQD_CH3,2277.929096,10,Step21_Model1_EQC_CH4,,2458.077475,,Step22_Model1_EQC_CH1,2535.472041,,1252.897811,Step23_Model2_EQC_CH2,1522.543634,Step24_Model2_EQC_CH1,868.9084494,1940.660452,1159.804277,Step25_Model1_EQD_CH4,2283.081905,Step26_Model1_EQD_CH2,1643.147734,1789.972337,903.1332248,Step27_Model1_EQD_CH1,2114.309897,1627.048538,2275.608676,Step28_Model1_EQB_CH1,,1366.423424,1891.098172,10,Step29_Model2_EQA_CH1,2484.246178,1330.320639,,Step30_Model2_EQA_CH1,2.9,19.4,20.3,19.9,18.3,19.2,68,111,219,1,11
L378W12,,2680.644837,1641.043791,Step1_Model1_EQA_CH1,2322.124095,Step2_Model2_EQA_CH1,,,Step3_Model2_EQB_CH1,917.0196167,,,Step4_Model1_EQC_CH1,901.2253942,941.4816722,Step5_Model2_EQC_CH3,,Step6_Model1_EQB_CH4,1988.73019,,Step7_Model1_EQA_CH2,1707.708616,Step8_Model2_EQB_CH1,748.4275359,,2167.839432,Step9_Model2_EQC_CH2,837.7052537,,Step10_Model1_EQD_CH4,1556.90161,668.7574377,,Step11_Model1_EQB_CH2,2182.676723,,1041.433194,6,Step12_Model1_EQB_CH2,1167.893861,802.8208814,706.4079733,11,Step13_Model2_EQD_CH3,2332.869092,Step14_Model2_EQD_CH4,2029.013691,640.3875042,1924.463637,Step15_Model2_EQC_CH1,872.0231157,1244.183205,Step16_Model2_EQA_CH3,1940.229423,Step17_Model1_EQA_CH1,2564.052959,,Step18_Model1_EQB_CH1,1049.183334,9,Step19_Model2_EQC_CH4,837.4871969,12,Step20_Model1_EQD_CH2,2215.363616,,Step21_Model1_EQC_CH4,,2622.351487,665.2340298,Step22_Model1_EQC_CH1,,914.3205868,1257.883749,Step23_Model2_EQC_CH1,1605.551612,Step24_Model2_EQC_CH4,,2050.409154,1146.115889,Step25_Model1_EQD_CH1,,Step26_Model1_EQD_CH1,1808.571862,1736.85465,,Step27_Model1_EQD_CH4,,1589.247214,,Step28_Model1_EQB_CH3,661.7370548,1234.775412,,,Step29_Model2_EQA_CH4,2560.880041,1280.706543,1437.522164,Step30_Model2_EQA_CH1,0,22.4,21.2,24.1,20.8,21.3,0,483,550,10,89
L378W13,822.3184194,2562.943816,,Step1_Model1_EQA_CH2,2128.051211,Step2_Model2_EQA_CH3,2751.766601,12,Step3_Model2_EQB_CH1,944.0577405,,769.4975627,Step4_Model1_EQC_CH2,1131.507392,996.2728453,Step5_Model2_EQC_CH2,,Step6_Model1_EQB_CH2,,8,Step7_Model1_EQA_CH4,1698.483622,Step8_Model2_EQB_CH1,722.0011188,,2315.340997,Step9_Model2_EQC_CH3,784.5380724,,Step10_Model1_EQD_CH2,1385.401857,747.0688156,591.4370004,Step11_Model1_EQB_CH2,2252.839366,1893.506793,1052.239697,6,Step12_Model1_EQB_CH4,1142.466925,812.3144363,,,Step13_Model2_EQD_CH1,,Step14_Model2_EQD_CH1,1993.399511,712.2122409,1707.85082,Step15_Model2_EQC_CH4,,1156.271862,Step16_Model2_EQA_CH4,1887.774409,Step17_Model1_EQA_CH1,,16,Step18_Model1_EQB_CH3,,,Step19_Model2_EQC_CH2,,,Step20_Model1_EQD_CH2,2354.06293,11,Step21_Model1_EQC_CH2,,2533.996677,591.1589339,Step22_Model1_EQC_CH1,,979.7731458,1323.614665,Step23_Model2_EQC_CH1,,Step24_Model2_EQC_CH2,,,,Step25_Model1_EQD_CH2,2271.725123,Step26_Model1_EQD_CH2,,1914.134717,971.2127655,Step27_Model1_EQD_CH4,,1734.694016,2356.639739,Step28_Model1_EQB_CH4,696.0074489,1429.726793,1922.880714,13,Step29_Model2_EQA_CH3,2204.544763,1172.067298,,Step30_Model2_EQA_CH4,7.8,20.1,17.5,18,17.2,19.4,7,125,53,0,47
L378W14,,2319.918566,1551.799519,Step1_Model1_EQA_CH1,2321.339612,Step2_Model2_EQA_CH3,2443.020654,17,Step3_Model2_EQB_CH2,,,,Step4_Model1_EQC_CH1,,1034.241633,Step5_Model2_EQC_CH3,1863.575781,Step6_Model1_EQB_CH1,,,Step7_Model1_EQA_CH3,1759.190036,Step8_Model2_EQB_CH1,,,2279.460004,Step9_Model2_EQC_CH4,758.0118658,12,Step10_Model1_EQD_CH4,1518.240207,685.6872138,,Step11_Model1_EQB_CH2,1930.821762,1957.625671,,3,Step12_Model1_EQB_CH1,1184.499837,,,,Step13_Model2_EQD_CH3,,Step14_Model2_EQD_CH2,2113.845267,716.5661,1865.805435,Step15_Model2_EQC_CH2,,,Step16_Model2_EQA_CH3,1899.341461,Step17_Model1_EQA_CH4,,,Step18_Model1_EQB_CH1,1062.684602,14,Step19_Model2_EQC_CH1,,11,Step20_Model1_EQD_CH4,2196.939526,,Step21_Model1_EQC_CH1,1978.260318,2473.799306,,Step22_Model1_EQC_CH2,,,1170.007278,Step23_Model2_EQC_CH3,1727.245849,Step24_Model2_EQC_CH2,911.5658371,1959.055246,1296.732971,Step25_Model1_EQD_CH4,,Step26_Model1_EQD_CH3,1815.692512,,,Step27_Model1_EQD_CH4,2010.684019,1483.839041,2381.740377,Step28_Model1_EQB_CH4,696.538367,1487.000036,,,Step29_Model2_EQA_CH3,2431.066527,1374.833479,1386.846615,Step30_Model2_EQA_CH1,0,38,35,34.3,42.9,32.4,160,4,145,1,99
L378W15,822.5052201,,1722.825882,Step1_Model1_EQA_CH4,2498.264818,Step2_Model2_EQA_CH4,2435.419259,8,Step3_Model2_EQB_CH1,,670.7388575,814.6032709,Step4_Model1_EQC_CH1,,,Step5_Model2_EQC_CH1,1116.04393,Step6_Model1_EQB_CH1,2042.955634,10,Step7_Model1_EQA_CH3,1557.425955,Step8_Model2_EQB_CH1,724.1192148,1947.313576,2330.398997,Step9_Model2_EQC_CH4,750.1159613,,Step10_Model1_EQD_CH4,2436.413059,669.3224179,,Step11_Model1_EQB_CH1,2188.036653,,1031.386066,,Step12_Model1_EQB_CH4,1106.056871,,720.5943146,7,Step13_Model2_EQD_CH3,2320.061279,Step14_Model2_EQD_CH2,,,1975.361816,Step15_Model2_EQC_CH2,939.8577154,1202.730054,Step16_Model2_EQA_CH1,1715.038265,Step17_Model1_EQA_CH4,,,Step18_Model1_EQB_CH3,,13,Step19_Model2_EQC_CH3,869.023467,,Step20_Model1_EQD_CH2,2263.20013,,Step21_Model1_EQC_CH1,2030.903021,2503.947836,610.1329625,Step22_Model1_EQC_CH3,2525.413155,894.2443976,1272.33972,Step23_Model2_EQC_CH1,1719.278597,Step24_Model2_EQC_CH1,,1944.611598,1188.392595,Step25_Model1_EQD_CH4,,Step26_Model1_EQD_CH3,1550.869121,,948.6731345,Step27_Model1_EQD_CH2,1959.060698,,2343.18719,Step28_Model1_EQB_CH1,,1337.820668,1811.421028,,Step29_Model2_EQA_CH2,2577.016464,,1484.531166,Step30_Model2_EQA_CH2,34.9,13.3,14.3,12.2,12.2,13.1,0,2,0,79,170
L378W16,754.1201941,2430.205138,,Step1_Model1_EQA_CH3,,Step2_Model2_EQA_CH2,,17,Step3_Model2_EQB_CH1,924.7211356,729.3239337,858.080427,Step4_Model1_EQC_CH1,,983.3374034,Step5_Model2_EQC_CH4,966.6226278,Step6_Model1_EQB_CH2,2117.461788,7,Step7_Model1_EQA_CH3,1657.068677,Step8_Model2_EQB_CH4,,2077.217851,,Step9_Model2_EQC_CH4,774.4539453,,Step10_Model1_EQD_CH1,,640.745912,,Step11_Model1_EQB_CH4,2045.369928,2008.774709,1035.067012,,Step12_Model1_EQB_CH4,,766.0759292,783.5580291,,Step13_Model2_EQD_CH2,2232.73783,Step14_Model2_EQD_CH1,1967.106808,723.178591,1804.55272,Step15_Model2_EQC_CH1,,1075.823616,Step16_Model2_EQA_CH2,,Step17_Model1_EQA_CH4,2175.869705,7,Step18_Model1_EQB_CH1,1014.787999,,Step19_Model2_EQC_CH1,,,Step20_Model1_EQD_CH4,2202.743885,21,Step21_Model1_EQC_CH2,2119.656718,2555.755577,655.6656393,Step22_Model1_EQC_CH4,2388.841644,899.3189347,,Step23_Model2_EQC_CH3,,Step24_Model2_EQC_CH2,946.2597215,1835.182804,,Step25_Model1_EQD_CH3,2442.345091,Step26_Model1_EQD_CH2,,,,Step27_Model1_EQD_CH2,1935.283367,1684.416862,,Step28_Model1_EQB_CH1,,1281.69948,1896.160688,,Step29_Model2_EQA_CH3,2248.736748,1137.446297,,Step30_Model2_EQA_CH2,12.6,16.2,21.4,18.8,15.9,15.1,3,1035,297,0,58
L378W17,,2408.383582,1647.721034,Step1_Model1_EQA_CH4,2179.857013,Step2_Model2_EQA_CH3,2525.746186,3,Step3_Model2_EQB_CH4,900.3500918,647.8242195,758.3728185,Step4_Model1_EQC_CH2,1032.082836,896.301181,Step5_Model2_EQC_CH3,,Step6_Model1_EQB_CH4,,,Step7_Model1_EQA_CH1,1750.336475,Step8_Model2_EQB_CH1,714.4250041,,,Step9_Model2_EQC_CH2,789.6957765,,Step10_Model1_EQD_CH4,1505.815467,,604.0107849,Step11_Model1_EQB_CH4,,1914.66035,,10,Step12_Model1_EQB_CH3,,774.1262423,698.6293866,16,Step13_Model2_EQD_CH2,2418.452804,Step14_Model2_EQD_CH3,2076.572916,732.3004159,1899.304048,Step15_Model2_EQC_CH3,883.779327,1121.764015,Step16_Model2_EQA_CH1,1771.701412,Step17_Model1_EQA_CH3,2373.862538,,Step18_Model1_EQB_CH1,1001.782769,9,Step19_Model2_EQC_CH1,801.8343559,10,Step20_Model1_EQD_CH3,2043.503462,,Step21_Model1_EQC_CH4,1976.55434,,601.5567294,Step22_Model1_EQC_CH4,,,1243.175045,Step23_Model2_EQC_CH3,1491.179107,Step24_Model2_EQC_CH3,893.3198694,,1160.846401,Step25_Model1_EQD_CH2,2199.378492,Step26_Model1_EQD_CH1,,1883.08789,981.5713307,Step27_Model1_EQD_CH4,,1770.019617,2359.929169,Step28_Model1_EQB_CH2,,1533.481732,1768.017731,,Step29_Model2_EQA_CH3,2469.321975,1163.956953,,Step30_Model2_EQA_CH1,0,22.2,21.1,20.4,23.5,19.3,32,103,2,179,0
L378W18,786.615559,,1647.574917,Step1_Model1_EQA_CH1,,Step2_Model2_EQA_CH1,,,Step3_Model2_EQB_CH3,,,822.5911839,Step4_Model1_EQC_CH3,1049.061437,,Step5_Model2_EQC_CH2,1074.20929,Step6_Model1_EQB_CH2,1985.971275,8,Step7_Model1_EQA_CH2,,Step8_Model2_EQB_CH2,,1872.196581,2385.014866,Step9_Model2_EQC_CH1,756.5792155,,Step10_Model1_EQD_CH3,1371.069701,683.1824288,610.5843802,Step11_Model1_EQB_CH2,,,,,Step12_Model1_EQB_CH4,1256.540036,,641.1800147,,Step13_Model2_EQD_CH2,2298.486882,Step14_Model2_EQD_CH3,2163.198388,722.8166945,,Step15_Model2_EQC_CH1,896.6590302,1045.144208,Step16_Model2_EQA_CH1,1962.010359,Step17_Model1_EQA_CH2,,10,Step18_Model1_EQB_CH4,996.0724025,7,Step19_Model2_EQC_CH1,829.4414074,,Step20_Model1_EQD_CH2,1973.089429,9,Step21_Model1_EQC_CH3,2016.321868,,658.5721572,Step22_Model1_EQC_CH3,2438.586959,945.5262688,1181.827476,Step23_Model2_EQC_CH3,1574.791854,Step24_Model2_EQC_CH2,859.470281,2082.73723,,Step25_Model1_EQD_CH3,2382.568932,Step26_Model1_EQD_CH4,1776.583993,1840.611238,986.8547241,Step27_Model1_EQD_CH3,,1605.845301,2257.908524,Step28_Model1_EQB_CH3,719.6235515,1351.77902,1772.991772,9,Step29_Model2_EQA_CH2,,1248.25392,1512.52193,Step30_Model2_EQA_CH1,17.8,17.6,17.8,15.9,15.6,15.3,95,54,0,33,175
L378W19,830.0948258,2639.087033,1587.53693,Step1_Model1_EQA_CH2,2261.699774,Step2_Model2_EQA_CH1,2640.672684,7,Step3_Model2_EQB_CH1,,718.8584945,,Step4_Model1_EQC_CH3,1036.465741,1105.99954,Step5_Model2_EQC_CH1,945.8200224,Step6_Model1_EQB_CH3,1840.250448,11,Step7_Model1_EQA_CH2,1709.737654,Step8_Model2_EQB_CH1,701.2916071,,,Step9_Model2_EQC_CH2,,,Step10_Model1_EQD_CH3,1439.070379,689.2655271,,Step11_Model1_EQB_CH1,2122.892386,2048.125787,1124.081249,,Step12_Model1_EQB_CH3,1195.338773,807.603155,652.5586955,13,Step13_Model2_EQD_CH1,2477.529039,Step14_Model2_EQD_CH2,2019.45682,738.8628007,1873.122962,Step15_Model2_EQC_CH1,908.6736948,,Step16_Model2_EQA_CH4,1864.153752,Step17_Model1_EQA_CH1,2256.539587,11,Step18_Model1_EQB_CH2,,,Step19_Model2_EQC_CH4,805.9015579,15,Step20_Model1_EQD_CH3,2437.829693,11,Step21_Model1_EQC_CH1,1904.645606,2721.411745,,Step22_Model1_EQC_CH4,2355.886216,891.517017,1137.29477,Step23_Model2_EQC_CH1,1750.327405,Step24_Model2_EQC_CH1,863.3056091,1830.957045,1167.094837,Step25_Model1_EQD_CH1,2260.646653,Step26_Model1_EQD_CH3,,1821.430991,949.9765002,Step27_Model1_EQD_CH1,1980.643238,,2367.681192,Step28_Model1_EQB_CH3,679.6259766,,1757.137055,10,Step29_Model2_EQA_CH4,2432.833723,,,Step30_Model2_EQA_CH4,0,35.3,34.2,33,35.8,30.9,16,0,35,807,49
L378W20,886.0942239,2343.409735,,Step1_Model1_EQA_CH1,,Step2_Model2_EQA_CH3,,13,Step3_Model2_EQB_CH2,980.1371242,,,Step4_Model1_EQC_CH3,,1018.967545,Step5_Model2_EQC_CH3,1054.018495,Step6_Model1_EQB_CH4,1910.942409,,Step7_Model1_EQA_CH4,1664.343541,Step8_Model2_EQB_CH2,729.359846,1964.960272,2403.062047,Step9_Model2_EQC_CH3,784.8578432,,Step10_Model1_EQD_CH3,,696.2859671,608.6759676,Step11_Model1_EQB_CH3,1927.939453,1974.132169,1043.91843,,Step12_Model1_EQB_CH4,,,734.9348605,,Step13_Model2_EQD_CH1,,Step14_Model2_EQD_CH3,2155.082057,,1974.801639,Step15_Model2_EQC_CH3,900.2382951,1118.708924,Step16_Model2_EQA_CH4,1889.2324,Step17_Model1_EQA_CH2,,10,Step18_Model1_EQB_CH4,951.7814805,,Step19_Model2_EQC_CH3,744.6377981,,Step20_Model1_EQD_CH1,2115.444784,4,Step21_Model1_EQC_CH4,1958.707599,2294.502201,684.1054453,Step22_Model1_EQC_CH2,,862.5962479,1094.150496,Step23_Model2_EQC_CH4,1649.566735,Step24_Model2_EQC_CH3,878.1989914,1732.996426,1185.50236,Step25_Model1_EQD_CH1,2138.639009,Step26_Model1_EQD_CH2,1555.364337,,909.7738669,Step27_Model1_EQD_CH1,,1701.678292,2335.332287,Step28_Model1_EQB_CH3,,,1862.004058,,Step29_Model2_EQA_CH3,,1227.950996,1602.463406,Step30_Model2_EQA_CH2,42.9,13.6,11.9,8.5,14.5,8.6,1,259,1,73,7
L378W21,754.8967142,,,Step1_Model1_EQA_CH4,2292.644674,Step2_Model2_EQA_CH1,,,Step3_Model2_EQB_CH1,,696.2488612,767.6102694,Step4_Model1_EQC_CH4,1006.108974,1040.074224,Step5_Model2_EQC_CH4,1042.404076,Step6_Model1_EQB_CH1,1817.414687,8,Step7_Model1_EQA_CH3,1643.945243,Step8_Model2_EQB_CH3,752.8024724,,,Step9_Model2_EQC_CH1,768.8453422,,Step10_Model1_EQD_CH2,1442.782189,698.1841481,,Step11_Model1_EQB_CH1,,2066.662363,,,Step12_Model1_EQB_CH2,1176.338339,865.2933443,705.5677859,11,Step13_Model2_EQD_CH3,,Step14_Model2_EQD_CH3,2052.20463,733.960725,1812.433648,Step15_Model2_EQC_CH2,886.5015145,1101.907328,Step16_Model2_EQA_CH3,,Step17_Model1_EQA_CH2,2232.90606,11,Step18_Model1_EQB_CH4,,8,Step19_Model2_EQC_CH2,812.5021013,,Step20_Model1_EQD_CH4,,,Step21_Model1_EQC_CH3,1845.828659,,607.5936433,Step22_Model1_EQC_CH4,,872.0242141,1231.693781,Step23_Model2_EQC_CH1,,Step24_Model2_EQC_CH4,853.6210822,1939.24199,1175.777279,Step25_Model1_EQD_CH2,2193.142914,Step26_Model1_EQD_CH1,1690.100518,,952.3647448,Step27_Model1_EQD_CH1,1961.255192,1628.849897,2263.186739,Step28_Model1_EQB_CH1,646.4847891,1265.289888,2177.37062,,Step29_Model2_EQA_CH1,2324.372436,1160.258719,1444.441521,Step30_Model2_EQA_CH4,26.4,14,13.4,14.8,12.6,18.8,91,259,231,25,514
L378W22,793.7235801,,,Step1_Model1_EQA_CH1,,Step2_Model2_EQA_CH3,,12,Step3_Model2_EQB_CH3,,,,Step4_Model1_EQC_CH3,1051.937952,1059.395625,Step5_Model2_EQC_CH4,1030.188052,Step6_Model1_EQB_CH3,,,Step7_Model1_EQA_CH2,1669.032999,Step8_Model2_EQB_CH3,755.4601221,1835.393775,2294.988779,Step9_Model2_EQC_CH4,,8,Step10_Model1_EQD_CH3,,640.5534952,572.6544932,Step11_Model1_EQB_CH2,,1989.181488,,10,Step12_Model1_EQB_CH2,1271.745585,,684.3236716,,Step13_Model2_EQD_CH2,2288.491267,Step14_Model2_EQD_CH4,1872.951419,707.6562941,,Step15_Model2_EQC_CH3,,,Step16_Model2_EQA_CH3,1869.257058,Step17_Model1_EQA_CH3,2529.502868,8,Step18_Model1_EQB_CH2,945.9686027,14,Step19_Model2_EQC_CH1,885.1101746,15,Step20_Model1_EQD_CH3,2430.63613,,Step21_Model1_EQC_CH3,1956.073616,2333.0742,,Step22_Model1_EQC_CH2,2740.7223,940.1037625,1252.376732,Step23_Model2_EQC_CH2,1474.98014,Step24_Model2_EQC_CH3,914.3132944,1985.0498,1178.653316,Step25_Model1_EQD_CH3,2247.832622,Step26_Model1_EQD_CH3,1592.603675,1819.540729,932.5004952,Step27_Model1_EQD_CH3,1832.442117,1689.693731,2271.011743,Step28_Model1_EQB_CH4,,,1665.130496,18,Step29_Model2_EQA_CH4,2178.51397,1171.019284,1378.510848,Step30_Model2_EQA_CH4,0,42.5,40.9,42.6,37.9,37.2,9,175,287,8,40
L378W23,803.956523,,1564.918679,Step1_Model1_EQA_CH2,2183.088681,Step2_Model2_EQA_CH3,2417.223529,8,Step3_Model2_EQB_CH3,906.5947646,594.1988011,777.3410513,Step4_Model1_EQC_CH3,1036.191697,,Step5_Model2_EQC_CH1,1030.621161,Step6_Model1_EQB_CH1,1940.43213,,Step7_Model1_EQA_CH3,1572.0318,Step8_Model2_EQB_CH3,,1901.916136,2078.093522,Step9_Model2_EQC_CH3,,,Step10_Model1_EQD_CH3,1415.971251,701.4364478,663.9762994,Step11_Model1_EQB_CH3,,,1075.198509,,Step12_Model1_EQB_CH3,1209.688301,761.3380404,,9,Step13_Model2_EQD_CH3,2235.84028,Step14_Model2_EQD_CH4,,673.6366213,1738.099131,Step15_Model2_EQC_CH3,820.6414149,,Step16_Model2_EQA_CH2,2015.954814,Step17_Model1_EQA_CH4,2470.757656,5,Step18_Model1_EQB_CH1,1013.799754,,Step19_Model2_EQC_CH3,751.5170816,3,Step20_Model1_EQD_CH4,2269.925782,,Step21_Model1_EQC_CH4,2078.58595,,703.2763892,Step22_Model1_EQC_CH1,,,1221.481445,Step23_Model2_EQC_CH3,1716.526242,Step24_Model2_EQC_CH4,837.508169,1925.146245,,Step25_Model1_EQD_CH2,2379.497913,Step26_Model1_EQD_CH2,1503.25242,1900.28973,,Step27_Model1_EQD_CH3,,,,Step28_Model1_EQB_CH3,687.3517739,1345.599476,1836.100392,4,Step29_Model2_EQA_CH1,2485.476243,,,Step30_Model2_EQA_CH2,41.3,11.7,13.7,12.9,11,9.4,20,0,551,60,138
L378W24,811.0282629,2390.582392,1583.736582,Step1_Model1_EQA_CH1,2178.744425,Step2_Model2_EQA_CH1,2388.120738,,Step3_Model2_EQB_CH4,921.9524787,,,Step4_Model1_EQC_CH2,,984.010238,Step5_Model2_EQC_CH1,1011.423499,Step6_Model1_EQB_CH3,,,Step7_Model1_EQA_CH1,1748.245892,Step8_Model2_EQB_CH2,772.1519739,1897.290517,2087.271631,Step9_Model2_EQC_CH2,685.38945,,Step10_Model1_EQD_CH3,1426.888935,627.0560741,693.0320118,Step11_Model1_EQB_CH1,,,1133.992926,,Step12_Model1_EQB_CH1,1204.846918,789.5930055,673.7616989,,Step13_Model2_EQD_CH1,2470.901895,Step14_Model2_EQD_CH3,1869.324802,765.4934277,1967.502935,Step15_Model2_EQC_CH2,833.9762441,1077.338244,Step16_Model2_EQA_CH3,2083.066802,Step17_Model1_EQA_CH1,2294.929998,11,Step18_Model1_EQB_CH1,1077.542838,8,Step19_Model2_EQC_CH2,771.3743879,12,Step20_Model1_EQD_CH3,2465.989572,,Step21_Model1_EQC_CH3,2163.057447,2675.773923,,Step22_Model1_EQC_CH2,2533.984421,932.9157649,1156.910766,Step23_Model2_EQC_CH2,1499.1025,Step24_Model2_EQC_CH4,926.1616174,1925.719657,,Step25_Model1_EQD_CH4,,Step26_Model1_EQD_CH1,1621.437638,1849.619663,928.1631345,Step27_Model1_EQD_CH2,1823.913094,1515.065174,2644.534857,Step28_Model1_EQB_CH3,,1323.949507,1859.226066,7,Step29_Model2_EQA_CH3,2097.398158,1223.569914,1445.127401,Step30_Model2_EQA_CH4,0,25.4,26.1,26.9,22.2,23.9,23,1,9,38,2
L378W25,857.401967,,1691.041885,Step1_Model1_EQA_CH2,2352.309866,Step2_Model2_EQA_CH1,2826.162367,,Step3_Model2_EQB_CH4,,,835.7718714,Step4_Model1_EQC_CH2,970.8995966,982.6305485,Step5_Model2_EQC_CH3,1011.021035,Step6_Model1_EQB_CH1,1885.603355,,Step7_Model1_EQA_CH3,1903.906684,Step8_Model2_EQB_CH3,765.1218832,,2368.642144,Step9_Model2_EQC_CH4,789.826842,,Step10_Model1_EQD_CH4,,638.8131681,617.9507188,Step11_Model1_EQB_CH3,2016.455865,2001.930869,1065.156981,,Step12_Model1_EQB_CH1,1600.76312,795.8132076,697.0842758,10,Step13_Model2_EQD_CH2,,Step14_Model2_EQD_CH1,2089.625836,710.6283602,,Step15_Model2_EQC_CH2,843.7741503,1130.778784,Step16_Model2_EQA_CH4,1957.879577,Step17_Model1_EQA_CH1,2472.063288,4,Step18_Model1_EQB_CH2,1858.360406,,Step19_Model2_EQC_CH2,813.3238716,,Step20_Model1_EQD_CH3,2162.225868,11,Step21_Model1_EQC_CH1,2203.081712,2446.643854,606.0638986,Step22_Model1_EQC_CH3,2432.491161,909.0600171,1242.658761,Step23_Model2_EQC_CH1,,Step24_Model2_EQC_CH2,,,1112.687031,Step25_Model1_EQD_CH1,2087.924248,Step26_Model1_EQD_CH3,,1740.583966,,Step27_Model1_EQD_CH3,1864.487881,,,Step28_Model1_EQB_CH1,,1361.641441,1875.490627,8,Step29_Model2_EQA_CH4,,1236.800168,,Step30_Model2_EQA_CH2,35.8,16.6,12,12,12.6,11,1,102,11,87,1
