Lot_Wafer_ID,Lot_ID,Wafer_Slot,Step1_Config,Step2_Config,Step3_Config,Step4_Config,Step5_Config,Step6_Config,Step7_Config,Step8_Config,Step9_Config,Step10_Config,Step11_Config,Step12_Config,Step13_Config,Step14_Config,Step15_Config,Step16_Config,Step17_Config,Step18_Config,Step19_Config,Step20_Config,Step21_Config,Step22_Config,Step23_Config,Step24_Config,Step25_Config,Step26_Config,Step27_Config,Step28_Config,Step29_Config,Step30_Config,Step1_R1,Step2_R1,Step3_R1,Step4_R1,Step4_R2,Step5_R1,Step6_R1,Step6_R2,Step7_R1,Step7_R2,Step8_R1,Step9_R1,Step9_R2,Step10_R1,Step11_R1,Step12_R1,Step12_R2,Step13_R1,Step13_R2,Step13_R3,Step14_R1,Step14_R2,Step14_R3,Step15_R1,Step15_R2,Step16_R1,Step17_R1,Step18_R1,Step19_R1,Step20_R1,Step21_R1,Step22_R1,Step22_R2,Step22_R3,Step23_R1,Step24_R1,Step24_R2,Step25_R1,Step25_R2,Step25_R3,Step26_R1,Step27_R1,Step28_R1,Step28_R2,Step28_R3,Step29_R1,Step29_R2,Step30_R1,Step1_D1,Step6_D1,Step8_D1,Step11_D1,Step13_D1,Step14_D1,Step21_D1,Step22_D1,Step27_D1,Step30_D1,Y,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
L153W20,L153,20,Step1_Model1_EQC_CH1,Step2_Model3_EQB_CH2,Step3_Model2_EQC_CH4,Step4_Model1_EQB_CH4,Step5_Model3_EQA_CH1,Step6_Model1_EQA_CH2,Step7_Model2_EQB_CH1,Step8_Model3_EQC_CH1,Step9_Model3_EQC_CH2,Step10_Model3_EQB_CH4,Step11_Model1_EQA_CH2,Step12_Model2_EQA_CH1,Step13_Model2_EQA_CH1,Step14_Model1_EQC_CH4,Step15_Model2_EQA_CH1,Step16_Model2_EQB_CH1,Step17_Model3_EQC_CH4,Step18_Model3_EQA_CH2,Step19_Model1_EQA_CH3,Step20_Model1_EQC_CH2,Step21_Model2_EQB_CH3,Step22_Model2_EQA_CH2,Step23_Model1_EQA_CH4,Step24_Model2_EQA_CH4,Step25_Model2_EQA_CH4,Step26_Model2_EQA_CH3,Step27_Model3_EQA_CH2,Step28_Model2_EQB_CH4,Step29_Model2_EQC_CH3,Step30_Model3_EQB_CH4,,,40.62,,,,63.87,59.87,,,,,,,,,,,,44.94,,,,,,54.35,33.15,,,,,,,,,,,,,,,,,62.5,,51.83,,,,,,,,,,,,,96.5,0.8,1.2,0.9,0.6,0,107,117,104,0,10
L153W21,L153,21,Step1_Model1_EQC_CH1,Step2_Model3_EQB_CH1,Step3_Model2_EQC_CH4,Step4_Model1_EQB_CH3,Step5_Model3_EQA_CH1,Step6_Model1_EQA_CH4,Step7_Model2_EQB_CH4,Step8_Model3_EQC_CH3,Step9_Model3_EQC_CH3,Step10_Model3_EQB_CH1,Step11_Model1_EQA_CH4,Step12_Model2_EQA_CH1,Step13_Model2_EQA_CH2,Step14_Model1_EQC_CH4,Step15_Model2_EQA_CH3,Step16_Model2_EQB_CH2,Step17_Model3_EQC_CH3,Step18_Model3_EQA_CH3,Step19_Model1_EQA_CH2,Step20_Model1_EQC_CH1,Step21_Model2_EQB_CH2,Step22_Model2_EQA_CH4,Step23_Model1_EQA_CH1,Step24_Model2_EQA_CH1,Step25_Model2_EQA_CH4,Step26_Model2_EQA_CH4,Step27_Model3_EQA_CH3,Step28_Model2_EQB_CH2,Step29_Model2_EQC_CH4,Step30_Model3_EQB_CH2,,,,,,,,,,60.1,,,39.44,,,62.08,53.71,,,,39.53,34.44,43.18,,,58.29,39.17,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,86.9,2,0.3,7.8,2.8,0.2,30,57,175,50,391
L153W22,L153,22,Step1_Model1_EQC_CH1,Step2_Model3_EQB_CH4,Step3_Model2_EQC_CH1,Step4_Model1_EQB_CH3,Step5_Model3_EQA_CH3,Step6_Model1_EQA_CH4,Step7_Model2_EQB_CH4,Step8_Model3_EQC_CH4,Step9_Model3_EQC_CH1,Step10_Model3_EQB_CH4,Step11_Model1_EQA_CH3,Step12_Model2_EQA_CH4,Step13_Model2_EQA_CH4,Step14_Model1_EQC_CH1,Step15_Model2_EQA_CH2,Step16_Model2_EQB_CH3,Step17_Model3_EQC_CH2,Step18_Model3_EQA_CH1,Step19_Model1_EQA_CH4,Step20_Model1_EQC_CH4,Step21_Model2_EQB_CH3,Step22_Model2_EQA_CH4,Step23_Model1_EQA_CH1,Step24_Model2_EQA_CH2,Step25_Model2_EQA_CH3,Step26_Model2_EQA_CH4,Step27_Model3_EQA_CH4,Step28_Model2_EQB_CH2,Step29_Model2_EQC_CH2,Step30_Model3_EQB_CH4,34.3,,,,,,,,,,,,,,,,,,,43.02,,,,,,,,,,,,49.51,,44.39,,59.05,,,,,,,,,,,,,,,,,,,,,,,90.6,1.1,4.6,1.2,2.3,0.2,1,1522,359,120,82
L153W23,L153,23,Step1_Model1_EQC_CH4,Step2_Model3_EQB_CH1,Step3_Model2_EQC_CH2,Step4_Model1_EQB_CH2,Step5_Model3_EQA_CH2,Step6_Model1_EQA_CH1,Step7_Model2_EQB_CH2,Step8_Model3_EQC_CH1,Step9_Model3_EQC_CH3,Step10_Model3_EQB_CH3,Step11_Model1_EQA_CH1,Step12_Model2_EQA_CH3,Step13_Model2_EQA_CH2,Step14_Model1_EQC_CH2,Step15_Model2_EQA_CH1,Step16_Model2_EQB_CH4,Step17_Model3_EQC_CH2,Step18_Model3_EQA_CH4,Step19_Model1_EQA_CH4,Step20_Model1_EQC_CH4,Step21_Model2_EQB_CH3,Step22_Model2_EQA_CH3,Step23_Model1_EQA_CH1,Step24_Model2_EQA_CH3,Step25_Model2_EQA_CH4,Step26_Model2_EQA_CH4,Step27_Model3_EQA_CH3,Step28_Model2_EQB_CH3,Step29_Model2_EQC_CH4,Step30_Model3_EQB_CH1,,,39.1,,,,,,,,,,,,,,,,,41.98,,,,,,,36.41,,,,,,,,40.5,,,,,,,,,,,,,,,,,,6,,,8,,,89.4,2.8,0.5,0.5,6.1,0.7,0,53,56,2,135
L153W24,L153,24,Step1_Model1_EQC_CH4,Step2_Model3_EQB_CH1,Step3_Model2_EQC_CH2,Step4_Model1_EQB_CH4,Step5_Model3_EQA_CH3,Step6_Model1_EQA_CH3,Step7_Model2_EQB_CH4,Step8_Model3_EQC_CH1,Step9_Model3_EQC_CH3,Step10_Model3_EQB_CH2,Step11_Model1_EQA_CH3,Step12_Model2_EQA_CH1,Step13_Model2_EQA_CH4,Step14_Model1_EQC_CH3,Step15_Model2_EQA_CH4,Step16_Model2_EQB_CH4,Step17_Model3_EQC_CH2,Step18_Model3_EQA_CH2,Step19_Model1_EQA_CH4,Step20_Model1_EQC_CH1,Step21_Model2_EQB_CH2,Step22_Model2_EQA_CH3,Step23_Model1_EQA_CH2,Step24_Model2_EQA_CH4,Step25_Model2_EQA_CH2,Step26_Model2_EQA_CH1,Step27_Model3_EQA_CH2,Step28_Model2_EQB_CH1,Step29_Model2_EQC_CH3,Step30_Model3_EQB_CH2,,,,,45.63,,,,,,,,,,,,,,,,,,43.16,,,,,57.54,,,,,,,,,,,,,41.96,,61.78,,,,49.9,,,,,,,8,,,,,78.4,2.9,13.3,1.6,3.4,0.4,75,947,352,269,464
L153W25,L153,25,Step1_Model1_EQC_CH3,Step2_Model3_EQB_CH4,Step3_Model2_EQC_CH3,Step4_Model1_EQB_CH2,Step5_Model3_EQA_CH2,Step6_Model1_EQA_CH1,Step7_Model2_EQB_CH2,Step8_Model3_EQC_CH4,Step9_Model3_EQC_CH1,Step10_Model3_EQB_CH2,Step11_Model1_EQA_CH2,Step12_Model2_EQA_CH2,Step13_Model2_EQA_CH2,Step14_Model1_EQC_CH4,Step15_Model2_EQA_CH2,Step16_Model2_EQB_CH1,Step17_Model3_EQC_CH2,Step18_Model3_EQA_CH1,Step19_Model1_EQA_CH1,Step20_Model1_EQC_CH2,Step21_Model2_EQB_CH4,Step22_Model2_EQA_CH2,Step23_Model1_EQA_CH2,Step24_Model2_EQA_CH1,Step25_Model2_EQA_CH3,Step26_Model2_EQA_CH3,Step27_Model3_EQA_CH4,Step28_Model2_EQB_CH1,Step29_Model2_EQC_CH4,Step30_Model3_EQB_CH2,,,,,,,,,,,,,,,,53.86,,,,,32.55,,,,,,35.26,49.11,,46,,41.72,,,,,,,,,,,,,,53.36,,,,,,,,,9,,,,91.2,2.4,0.5,2.1,3,0.8,7,0,326,127,114
L154W01,L154,1,Step1_Model2_EQA_CH1,Step2_Model2_EQA_CH1,Step3_Model2_EQB_CH3,Step4_Model1_EQC_CH4,Step5_Model3_EQC_CH1,Step6_Model2_EQC_CH4,Step7_Model3_EQC_CH1,Step8_Model3_EQC_CH4,Step9_Model3_EQA_CH4,Step10_Model3_EQB_CH3,Step11_Model1_EQB_CH1,Step12_Model3_EQC_CH3,Step13_Model3_EQB_CH2,Step14_Model3_EQC_CH4,Step15_Model3_EQC_CH1,Step16_Model3_EQC_CH3,Step17_Model1_EQC_CH2,Step18_Model1_EQC_CH4,Step19_Model1_EQB_CH1,Step20_Model2_EQA_CH3,Step21_Model3_EQB_CH1,Step22_Model2_EQC_CH4,Step23_Model2_EQA_CH2,Step24_Model3_EQA_CH4,Step25_Model1_EQC_CH1,Step26_Model2_EQA_CH4,Step27_Model2_EQA_CH3,Step28_Model3_EQC_CH1,Step29_Model3_EQB_CH1,Step30_Model1_EQC_CH1,,28.34,42.72,,44.25,,,,,,55.73,,,,,,,,45.96,,,,,,,,,,,,,,,,48.03,,,,,,43.69,,,62.41,,54.1,,,,,,,,,,,,,94.4,1.3,0.9,1.4,1.7,0.3,0,95,99,67,279
L154W02,L154,2,Step1_Model2_EQA_CH2,Step2_Model2_EQA_CH2,Step3_Model2_EQB_CH1,Step4_Model1_EQC_CH2,Step5_Model3_EQC_CH2,Step6_Model2_EQC_CH3,Step7_Model3_EQC_CH2,Step8_Model3_EQC_CH2,Step9_Model3_EQA_CH2,Step10_Model3_EQB_CH1,Step11_Model1_EQB_CH1,Step12_Model3_EQC_CH2,Step13_Model3_EQB_CH3,Step14_Model3_EQC_CH2,Step15_Model3_EQC_CH3,Step16_Model3_EQC_CH4,Step17_Model1_EQC_CH3,Step18_Model1_EQC_CH2,Step19_Model1_EQB_CH3,Step20_Model2_EQA_CH3,Step21_Model3_EQB_CH3,Step22_Model2_EQC_CH4,Step23_Model2_EQA_CH2,Step24_Model3_EQA_CH3,Step25_Model1_EQC_CH2,Step26_Model2_EQA_CH4,Step27_Model2_EQA_CH1,Step28_Model3_EQC_CH2,Step29_Model3_EQB_CH1,Step30_Model1_EQC_CH4,,34.31,,44.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89,,,,,57.86,,,,,,,,,,,,85.7,5.1,3.4,0.6,5,0.2,64,2,64,27,196
L154W03,L154,3,Step1_Model2_EQA_CH4,Step2_Model2_EQA_CH1,Step3_Model2_EQB_CH2,Step4_Model1_EQC_CH1,Step5_Model3_EQC_CH4,Step6_Model2_EQC_CH4,Step7_Model3_EQC_CH2,Step8_Model3_EQC_CH2,Step9_Model3_EQA_CH3,Step10_Model3_EQB_CH1,Step11_Model1_EQB_CH2,Step12_Model3_EQC_CH2,Step13_Model3_EQB_CH1,Step14_Model3_EQC_CH4,Step15_Model3_EQC_CH1,Step16_Model3_EQC_CH1,Step17_Model1_EQC_CH4,Step18_Model1_EQC_CH1,Step19_Model1_EQB_CH2,Step20_Model2_EQA_CH1,Step21_Model3_EQB_CH2,Step22_Model2_EQC_CH4,Step23_Model2_EQA_CH1,Step24_Model3_EQA_CH3,Step25_Model1_EQC_CH1,Step26_Model2_EQA_CH1,Step27_Model2_EQA_CH2,Step28_Model3_EQC_CH2,Step29_Model3_EQB_CH3,Step30_Model1_EQC_CH3,,,,,,,,,58.64,,,39.38,,,,,,,,,,39.57,,,,,,,,,,,,43.12,,,,,,,,,,,,,,,,,,,,,,,,,91,3,1.1,3.3,1.5,0.1,9,343,114,52,262
L154W04,L154,4,Step1_Model2_EQA_CH4,Step2_Model2_EQA_CH4,Step3_Model2_EQB_CH1,Step4_Model1_EQC_CH2,Step5_Model3_EQC_CH1,Step6_Model2_EQC_CH2,Step7_Model3_EQC_CH4,Step8_Model3_EQC_CH2,Step9_Model3_EQA_CH2,Step10_Model3_EQB_CH4,Step11_Model1_EQB_CH4,Step12_Model3_EQC_CH2,Step13_Model3_EQB_CH3,Step14_Model3_EQC_CH2,Step15_Model3_EQC_CH4,Step16_Model3_EQC_CH3,Step17_Model1_EQC_CH3,Step18_Model1_EQC_CH1,Step19_Model1_EQB_CH4,Step20_Model2_EQA_CH1,Step21_Model3_EQB_CH4,Step22_Model2_EQC_CH3,Step23_Model2_EQA_CH3,Step24_Model3_EQA_CH4,Step25_Model1_EQC_CH3,Step26_Model2_EQA_CH4,Step27_Model2_EQA_CH2,Step28_Model3_EQC_CH4,Step29_Model3_EQB_CH4,Step30_Model1_EQC_CH2,,,,,,,,,,,,,40.3,,,,,,48.25,,,,,37.19,,,,,,,,,44.32,,,,,76.45,,,40.03,,,,,,,36.35,,,,,,14,3,,,7,94,0.3,1.7,1.8,2.1,0.1,82,201,121,174,50
L154W05,L154,5,Step1_Model2_EQA_CH3,Step2_Model2_EQA_CH3,Step3_Model2_EQB_CH3,Step4_Model1_EQC_CH1,Step5_Model3_EQC_CH1,Step6_Model2_EQC_CH4,Step7_Model3_EQC_CH4,Step8_Model3_EQC_CH4,Step9_Model3_EQA_CH2,Step10_Model3_EQB_CH2,Step11_Model1_EQB_CH1,Step12_Model3_EQC_CH2,Step13_Model3_EQB_CH4,Step14_Model3_EQC_CH2,Step15_Model3_EQC_CH4,Step16_Model3_EQC_CH3,Step17_Model1_EQC_CH3,Step18_Model1_EQC_CH1,Step19_Model1_EQB_CH4,Step20_Model2_EQA_CH3,Step21_Model3_EQB_CH4,Step22_Model2_EQC_CH2,Step23_Model2_EQA_CH3,Step24_Model3_EQA_CH2,Step25_Model1_EQC_CH4,Step26_Model2_EQA_CH1,Step27_Model2_EQA_CH3,Step28_Model3_EQC_CH1,Step29_Model3_EQB_CH3,Step30_Model1_EQC_CH3,35.55,,44.84,,,,,61.71,64.93,,,,,,,61.42,,,42.99,44.88,,,,38.73,,,,,,,,42.73,,,,,,,56.31,59.5,,,,,,,,,,,8,,,,,,,,88,2.1,4.2,0.9,4.6,0.2,0,100,10,6,444
L154W06,L154,6,Step1_Model2_EQA_CH3,Step2_Model2_EQA_CH1,Step3_Model2_EQB_CH3,Step4_Model1_EQC_CH2,Step5_Model3_EQC_CH4,Step6_Model2_EQC_CH3,Step7_Model3_EQC_CH3,Step8_Model3_EQC_CH2,Step9_Model3_EQA_CH1,Step10_Model3_EQB_CH1,Step11_Model1_EQB_CH2,Step12_Model3_EQC_CH3,Step13_Model3_EQB_CH2,Step14_Model3_EQC_CH2,Step15_Model3_EQC_CH4,Step16_Model3_EQC_CH4,Step17_Model1_EQC_CH3,Step18_Model1_EQC_CH2,Step19_Model1_EQB_CH1,Step20_Model2_EQA_CH1,Step21_Model3_EQB_CH4,Step22_Model2_EQC_CH1,Step23_Model2_EQA_CH2,Step24_Model3_EQA_CH4,Step25_Model1_EQC_CH4,Step26_Model2_EQA_CH3,Step27_Model2_EQA_CH4,Step28_Model3_EQC_CH4,Step29_Model3_EQB_CH1,Step30_Model1_EQC_CH4,,,,,,,,,,,44.42,,,,,,,,,,,,,,40.08,,,62.54,,,,,47.94,,,,,,,64.05,,,,61.99,,50.69,,38.16,,,,,,,,,,,91,3.2,1.2,0.3,2.1,2.2,112,49,48,15,202
L154W07,L154,7,Step1_Model2_EQA_CH4,Step2_Model2_EQA_CH3,Step3_Model2_EQB_CH3,Step4_Model1_EQC_CH4,Step5_Model3_EQC_CH1,Step6_Model2_EQC_CH2,Step7_Model3_EQC_CH1,Step8_Model3_EQC_CH2,Step9_Model3_EQA_CH3,Step10_Model3_EQB_CH4,Step11_Model1_EQB_CH1,Step12_Model3_EQC_CH1,Step13_Model3_EQB_CH2,Step14_Model3_EQC_CH2,Step15_Model3_EQC_CH4,Step16_Model3_EQC_CH4,Step17_Model1_EQC_CH3,Step18_Model1_EQC_CH4,Step19_Model1_EQB_CH1,Step20_Model2_EQA_CH1,Step21_Model3_EQB_CH1,Step22_Model2_EQC_CH2,Step23_Model2_EQA_CH4,Step24_Model3_EQA_CH4,Step25_Model1_EQC_CH2,Step26_Model2_EQA_CH1,Step27_Model2_EQA_CH2,Step28_Model3_EQC_CH3,Step29_Model3_EQB_CH1,Step30_Model1_EQC_CH1,39.53,,,,46.33,,60.51,,,,49.93,,,,,57.89,,,,,,,46.03,,,,,,,,,,,,,,52.24,,60.37,,,,,,,,,,,,,9,,,,,,,86.9,4.6,1,3.7,3.5,0.3,16,108,76,6,530
L154W08,L154,8,Step1_Model2_EQA_CH3,Step2_Model2_EQA_CH1,Step3_Model2_EQB_CH1,Step4_Model1_EQC_CH4,Step5_Model3_EQC_CH1,Step6_Model2_EQC_CH1,Step7_Model3_EQC_CH2,Step8_Model3_EQC_CH3,Step9_Model3_EQA_CH1,Step10_Model3_EQB_CH2,Step11_Model1_EQB_CH1,Step12_Model3_EQC_CH2,Step13_Model3_EQB_CH2,Step14_Model3_EQC_CH3,Step15_Model3_EQC_CH2,Step16_Model3_EQC_CH4,Step17_Model1_EQC_CH1,Step18_Model1_EQC_CH4,Step19_Model1_EQB_CH4,Step20_Model2_EQA_CH3,Step21_Model3_EQB_CH4,Step22_Model2_EQC_CH3,Step23_Model2_EQA_CH1,Step24_Model3_EQA_CH1,Step25_Model1_EQC_CH3,Step26_Model2_EQA_CH2,Step27_Model2_EQA_CH3,Step28_Model3_EQC_CH3,Step29_Model3_EQB_CH4,Step30_Model1_EQC_CH1,,,42.8,45.43,41.48,,,,,,,41.01,,,,,65.22,,,,,,,,,,,,,,,,,,,,,,,,41.62,,,,,54.64,,,,,,,,,,,,,94,3.3,0.9,0.6,1,0.2,29,30,64,131,119
L154W09,L154,9,Step1_Model2_EQA_CH1,Step2_Model2_EQA_CH1,Step3_Model2_EQB_CH3,Step4_Model1_EQC_CH3,Step5_Model3_EQC_CH1,Step6_Model2_EQC_CH3,Step7_Model3_EQC_CH1,Step8_Model3_EQC_CH4,Step9_Model3_EQA_CH4,Step10_Model3_EQB_CH3,Step11_Model1_EQB_CH2,Step12_Model3_EQC_CH1,Step13_Model3_EQB_CH4,Step14_Model3_EQC_CH2,Step15_Model3_EQC_CH4,Step16_Model3_EQC_CH1,Step17_Model1_EQC_CH1,Step18_Model1_EQC_CH4,Step19_Model1_EQB_CH3,Step20_Model2_EQA_CH1,Step21_Model3_EQB_CH2,Step22_Model2_EQC_CH2,Step23_Model2_EQA_CH3,Step24_Model3_EQA_CH4,Step25_Model1_EQC_CH1,Step26_Model2_EQA_CH1,Step27_Model2_EQA_CH3,Step28_Model3_EQC_CH1,Step29_Model3_EQB_CH1,Step30_Model1_EQC_CH2,,,,44.24,42.97,46.26,,,,,,,,,,,61.32,,,,,,,31.54,,,,,,,,,,,,,,,,,37.84,58.53,,,54.66,,,,,,,11,,,,,,,91.7,0.6,4.5,0.5,2.3,0.4,114,572,25,45,622
L154W10,L154,10,Step1_Model2_EQA_CH2,Step2_Model2_EQA_CH4,Step3_Model2_EQB_CH2,Step4_Model1_EQC_CH4,Step5_Model3_EQC_CH2,Step6_Model2_EQC_CH4,Step7_Model3_EQC_CH1,Step8_Model3_EQC_CH1,Step9_Model3_EQA_CH2,Step10_Model3_EQB_CH1,Step11_Model1_EQB_CH4,Step12_Model3_EQC_CH3,Step13_Model3_EQB_CH3,Step14_Model3_EQC_CH1,Step15_Model3_EQC_CH1,Step16_Model3_EQC_CH2,Step17_Model1_EQC_CH2,Step18_Model1_EQC_CH4,Step19_Model1_EQB_CH4,Step20_Model2_EQA_CH3,Step21_Model3_EQB_CH4,Step22_Model2_EQC_CH1,Step23_Model2_EQA_CH1,Step24_Model3_EQA_CH2,Step25_Model1_EQC_CH1,Step26_Model2_EQA_CH4,Step27_Model2_EQA_CH4,Step28_Model3_EQC_CH2,Step29_Model3_EQB_CH4,Step30_Model1_EQC_CH2,,,,,,,,,,,,,,,,,,,,,39.9,,,,,,,55.04,,,,,,,,,,,,,39.3,,,,,54.53,,,,,,,,,,,,,91.7,2.1,3.7,0.5,1.4,0.6,45,637,76,1,130
L154W11,L154,11,Step1_Model2_EQA_CH1,Step2_Model2_EQA_CH2,Step3_Model2_EQB_CH4,Step4_Model1_EQC_CH4,Step5_Model3_EQC_CH3,Step6_Model2_EQC_CH2,Step7_Model3_EQC_CH4,Step8_Model3_EQC_CH3,Step9_Model3_EQA_CH1,Step10_Model3_EQB_CH1,Step11_Model1_EQB_CH1,Step12_Model3_EQC_CH1,Step13_Model3_EQB_CH1,Step14_Model3_EQC_CH2,Step15_Model3_EQC_CH1,Step16_Model3_EQC_CH4,Step17_Model1_EQC_CH4,Step18_Model1_EQC_CH1,Step19_Model1_EQB_CH1,Step20_Model2_EQA_CH3,Step21_Model3_EQB_CH2,Step22_Model2_EQC_CH4,Step23_Model2_EQA_CH4,Step24_Model3_EQA_CH4,Step25_Model1_EQC_CH4,Step26_Model2_EQA_CH1,Step27_Model2_EQA_CH1,Step28_Model3_EQC_CH2,Step29_Model3_EQB_CH3,Step30_Model1_EQC_CH1,38.32,,,,,53.41,61.82,,,67.35,,39.78,,,,,,,44.49,,,,,,,60.49,,,,58.55,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,87.5,1.3,4.1,5.3,1.3,0.5,2,124,29,702,221
L154W12,L154,12,Step1_Model2_EQA_CH4,Step2_Model2_EQA_CH3,Step3_Model2_EQB_CH4,Step4_Model1_EQC_CH2,Step5_Model3_EQC_CH1,Step6_Model2_EQC_CH2,Step7_Model3_EQC_CH4,Step8_Model3_EQC_CH1,Step9_Model3_EQA_CH1,Step10_Model3_EQB_CH1,Step11_Model1_EQB_CH1,Step12_Model3_EQC_CH2,Step13_Model3_EQB_CH1,Step14_Model3_EQC_CH3,Step15_Model3_EQC_CH1,Step16_Model3_EQC_CH4,Step17_Model1_EQC_CH2,Step18_Model1_EQC_CH3,Step19_Model1_EQB_CH4,Step20_Model2_EQA_CH1,Step21_Model3_EQB_CH4,Step22_Model2_EQC_CH2,Step23_Model2_EQA_CH2,Step24_Model3_EQA_CH1,Step25_Model1_EQC_CH3,Step26_Model2_EQA_CH2,Step27_Model2_EQA_CH2,Step28_Model3_EQC_CH3,Step29_Model3_EQB_CH1,Step30_Model1_EQC_CH4,37.88,,,,50.14,,,,,,,,26.31,38.51,,,63.11,,,,,,,,34.07,,,,,,,,,,,,,,,,,,,,58.04,,,,,,,,,,,,,,94.5,1.3,1.7,1.5,0.8,0.2,60,66,338,70,223
L154W13,L154,13,Step1_Model2_EQA_CH1,Step2_Model2_EQA_CH1,Step3_Model2_EQB_CH4,Step4_Model1_EQC_CH4,Step5_Model3_EQC_CH1,Step6_Model2_EQC_CH3,Step7_Model3_EQC_CH4,Step8_Model3_EQC_CH2,Step9_Model3_EQA_CH1,Step10_Model3_EQB_CH2,Step11_Model1_EQB_CH2,Step12_Model3_EQC_CH4,Step13_Model3_EQB_CH3,Step14_Model3_EQC_CH2,Step15_Model3_EQC_CH1,Step16_Model3_EQC_CH4,Step17_Model1_EQC_CH2,Step18_Model1_EQC_CH1,Step19_Model1_EQB_CH1,Step20_Model2_EQA_CH1,Step21_Model3_EQB_CH2,Step22_Model2_EQC_CH3,Step23_Model2_EQA_CH2,Step24_Model3_EQA_CH3,Step25_Model1_EQC_CH3,Step26_Model2_EQA_CH4,Step27_Model2_EQA_CH4,Step28_Model3_EQC_CH3,Step29_Model3_EQB_CH2,Step30_Model1_EQC_CH3,,,42.56,,,64.45,,,,,,,,,,,,,,,,,,,39.15,58.08,,,,45.02,,,,,,,,,64.06,,,,,61.79,,53.76,49.9,36.58,,,,,,,,,13,,89.4,1.1,6.8,0.9,1.7,0.1,2,252,66,16,64
L154W14,L154,14,Step1_Model2_EQA_CH3,Step2_Model2_EQA_CH3,Step3_Model2_EQB_CH1,Step4_Model1_EQC_CH3,Step5_Model3_EQC_CH1,Step6_Model2_EQC_CH3,Step7_Model3_EQC_CH2,Step8_Model3_EQC_CH4,Step9_Model3_EQA_CH4,Step10_Model3_EQB_CH1,Step11_Model1_EQB_CH3,Step12_Model3_EQC_CH2,Step13_Model3_EQB_CH1,Step14_Model3_EQC_CH2,Step15_Model3_EQC_CH3,Step16_Model3_EQC_CH4,Step17_Model1_EQC_CH3,Step18_Model1_EQC_CH3,Step19_Model1_EQB_CH3,Step20_Model2_EQA_CH4,Step21_Model3_EQB_CH4,Step22_Model2_EQC_CH1,Step23_Model2_EQA_CH1,Step24_Model3_EQA_CH1,Step25_Model1_EQC_CH4,Step26_Model2_EQA_CH4,Step27_Model2_EQA_CH3,Step28_Model3_EQC_CH3,Step29_Model3_EQB_CH2,Step30_Model1_EQC_CH2,,,,,,50.44,62.72,,,,,,,,,,,,,,,,,,31.76,,,,57.53,46.94,,39.34,,,,,,62.99,58,,,,,,62.89,,,,,,,,,,,,,,92.7,1.2,3,2.4,0.6,0.1,11,133,88,309,22
L154W15,L154,15,Step1_Model2_EQA_CH1,Step2_Model2_EQA_CH3,Step3_Model2_EQB_CH3,Step4_Model1_EQC_CH2,Step5_Model3_EQC_CH1,Step6_Model2_EQC_CH3,Step7_Model3_EQC_CH2,Step8_Model3_EQC_CH1,Step9_Model3_EQA_CH1,Step10_Model3_EQB_CH1,Step11_Model1_EQB_CH2,Step12_Model3_EQC_CH3,Step13_Model3_EQB_CH2,Step14_Model3_EQC_CH3,Step15_Model3_EQC_CH3,Step16_Model3_EQC_CH3,Step17_Model1_EQC_CH4,Step18_Model1_EQC_CH4,Step19_Model1_EQB_CH4,Step20_Model2_EQA_CH1,Step21_Model3_EQB_CH3,Step22_Model2_EQC_CH1,Step23_Model2_EQA_CH2,Step24_Model3_EQA_CH3,Step25_Model1_EQC_CH4,Step26_Model2_EQA_CH2,Step27_Model2_EQA_CH4,Step28_Model3_EQC_CH2,Step29_Model3_EQB_CH3,Step30_Model1_EQC_CH3,,,43.14,42.51,,,,,66.27,,,,,,,,,,,,,,,,,,,,60.32,,,,,,,,,59.35,,,,,,,61.15,,,,,,,,,,,,,,89.3,1.9,6.7,0.9,0.5,0.7,26,82,327,69,104
L154W16,L154,16,Step1_Model2_EQA_CH1,Step2_Model2_EQA_CH4,Step3_Model2_EQB_CH4,Step4_Model1_EQC_CH3,Step5_Model3_EQC_CH1,Step6_Model2_EQC_CH1,Step7_Model3_EQC_CH4,Step8_Model3_EQC_CH3,Step9_Model3_EQA_CH4,Step10_Model3_EQB_CH3,Step11_Model1_EQB_CH4,Step12_Model3_EQC_CH3,Step13_Model3_EQB_CH1,Step14_Model3_EQC_CH1,Step15_Model3_EQC_CH4,Step16_Model3_EQC_CH1,Step17_Model1_EQC_CH4,Step18_Model1_EQC_CH1,Step19_Model1_EQB_CH4,Step20_Model2_EQA_CH1,Step21_Model3_EQB_CH3,Step22_Model2_EQC_CH1,Step23_Model2_EQA_CH3,Step24_Model3_EQA_CH1,Step25_Model1_EQC_CH1,Step26_Model2_EQA_CH3,Step27_Model2_EQA_CH2,Step28_Model3_EQC_CH4,Step29_Model3_EQB_CH2,Step30_Model1_EQC_CH1,38.82,,,,,,59.44,,,,,,,,,,,,,45.46,,,,,35.01,,,,,,,46.06,,,44.39,,68.04,,,,37.76,,,,,,57.23,,,,,,,,,,,,96.4,0.7,0.4,0.8,1.1,0.6,21,49,709,3,103
