Lot_Wafer_ID,Lot_ID,Wafer_Slot,Step1_Config,Step2_Config,Step3_Config,Step4_Config,Step5_Config,Step6_Config,Step7_Config,Step8_Config,Step9_Config,Step10_Config,Step11_Config,Step12_Config,Step13_Config,Step14_Config,Step15_Config,Step16_Config,Step17_Config,Step18_Config,Step19_Config,Step20_Config,Step21_Config,Step22_Config,Step23_Config,Step24_Config,Step25_Config,Step26_Config,Step27_Config,Step28_Config,Step29_Config,Step30_Config,Step1_R1,Step2_R1,Step3_R1,Step4_R1,Step4_R2,Step5_R1,Step6_R1,Step6_R2,Step7_R1,Step7_R2,Step8_R1,Step9_R1,Step9_R2,Step10_R1,Step11_R1,Step12_R1,Step12_R2,Step13_R1,Step13_R2,Step13_R3,Step14_R1,Step14_R2,Step14_R3,Step15_R1,Step15_R2,Step16_R1,Step17_R1,Step18_R1,Step19_R1,Step20_R1,Step21_R1,Step22_R1,Step22_R2,Step22_R3,Step23_R1,Step24_R1,Step24_R2,Step25_R1,Step25_R2,Step25_R3,Step26_R1,Step27_R1,Step28_R1,Step28_R2,Step28_R3,Step29_R1,Step29_R2,Step30_R1,Step1_D1,Step6_D1,Step8_D1,Step11_D1,Step13_D1,Step14_D1,Step21_D1,Step22_D1,Step27_D1,Step30_D1,Y,Y1,Y2,Y3,Y4,Y5
L021W20,L021,20,Step1_Model3_EQC_CH1,Step2_Model1_EQC_CH2,Step3_Model2_EQC_CH4,Step4_Model1_EQC_CH4,Step5_Model1_EQA_CH4,Step6_Model2_EQB_CH3,Step7_Model3_EQA_CH1,Step8_Model1_EQB_CH1,Step9_Model2_EQC_CH4,Step10_Model1_EQB_CH4,Step11_Model3_EQA_CH4,Step12_Model1_EQB_CH2,Step13_Model3_EQB_CH4,Step14_Model3_EQA_CH3,Step15_Model3_EQC_CH1,Step16_Model3_EQC_CH3,Step17_Model3_EQB_CH4,Step18_Model3_EQC_CH2,Step19_Model1_EQC_CH4,Step20_Model1_EQB_CH4,Step21_Model2_EQC_CH4,Step22_Model2_EQC_CH4,Step23_Model2_EQC_CH4,Step24_Model3_EQA_CH1,Step25_Model1_EQA_CH3,Step26_Model1_EQC_CH2,Step27_Model2_EQC_CH4,Step28_Model1_EQA_CH2,Step29_Model2_EQA_CH1,Step30_Model3_EQC_CH3,35.7,,,,39.28,,,,,,,,,,45.93,,,,,46.28,,,,,,,,,61.15,,,,,,,,,,,,,56.39,,,,,,,,,,,,,,13,,12,,,,,,
L021W21,L021,21,Step1_Model3_EQC_CH4,Step2_Model1_EQC_CH1,Step3_Model2_EQC_CH1,Step4_Model1_EQC_CH3,Step5_Model1_EQA_CH4,Step6_Model2_EQB_CH3,Step7_Model3_EQA_CH3,Step8_Model1_EQB_CH2,Step9_Model2_EQC_CH2,Step10_Model1_EQB_CH3,Step11_Model3_EQA_CH2,Step12_Model1_EQB_CH1,Step13_Model3_EQB_CH3,Step14_Model3_EQA_CH4,Step15_Model3_EQC_CH4,Step16_Model3_EQC_CH1,Step17_Model3_EQB_CH4,Step18_Model3_EQC_CH4,Step19_Model1_EQC_CH3,Step20_Model1_EQB_CH1,Step21_Model2_EQC_CH3,Step22_Model2_EQC_CH1,Step23_Model2_EQC_CH3,Step24_Model3_EQA_CH3,Step25_Model1_EQA_CH2,Step26_Model1_EQC_CH4,Step27_Model2_EQC_CH1,Step28_Model1_EQA_CH4,Step29_Model2_EQA_CH2,Step30_Model3_EQC_CH1,,42.65,,,46.27,,,,,45.8,,,41.35,37.53,,,65.31,,,58.7,38.01,,,,,,,,,47.64,,,,,,,,,,,,,,,,,,38.27,,,,,,,16,,,,,,,,,
L021W22,L021,22,Step1_Model3_EQC_CH2,Step2_Model1_EQC_CH4,Step3_Model2_EQC_CH3,Step4_Model1_EQC_CH2,Step5_Model1_EQA_CH2,Step6_Model2_EQB_CH3,Step7_Model3_EQA_CH4,Step8_Model1_EQB_CH2,Step9_Model2_EQC_CH4,Step10_Model1_EQB_CH3,Step11_Model3_EQA_CH1,Step12_Model1_EQB_CH2,Step13_Model3_EQB_CH4,Step14_Model3_EQA_CH3,Step15_Model3_EQC_CH3,Step16_Model3_EQC_CH2,Step17_Model3_EQB_CH1,Step18_Model3_EQC_CH2,Step19_Model1_EQC_CH4,Step20_Model1_EQB_CH3,Step21_Model2_EQC_CH1,Step22_Model2_EQC_CH4,Step23_Model2_EQC_CH2,Step24_Model3_EQA_CH3,Step25_Model1_EQA_CH2,Step26_Model1_EQC_CH1,Step27_Model2_EQC_CH1,Step28_Model1_EQA_CH1,Step29_Model2_EQA_CH1,Step30_Model3_EQC_CH1,,38.27,,40.69,,,,,,,,,,,43.73,,,,45.34,,,,38.07,39.33,,,35.92,,,,,,,,,,,,,,,,,60.14,,,47.75,,,,,,,,,,,,,,,,,
L021W23,L021,23,Step1_Model3_EQC_CH2,Step2_Model1_EQC_CH1,Step3_Model2_EQC_CH1,Step4_Model1_EQC_CH3,Step5_Model1_EQA_CH1,Step6_Model2_EQB_CH3,Step7_Model3_EQA_CH3,Step8_Model1_EQB_CH3,Step9_Model2_EQC_CH2,Step10_Model1_EQB_CH2,Step11_Model3_EQA_CH4,Step12_Model1_EQB_CH4,Step13_Model3_EQB_CH3,Step14_Model3_EQA_CH2,Step15_Model3_EQC_CH1,Step16_Model3_EQC_CH4,Step17_Model3_EQB_CH2,Step18_Model3_EQC_CH1,Step19_Model1_EQC_CH1,Step20_Model1_EQB_CH2,Step21_Model2_EQC_CH4,Step22_Model2_EQC_CH2,Step23_Model2_EQC_CH4,Step24_Model3_EQA_CH3,Step25_Model1_EQA_CH2,Step26_Model1_EQC_CH2,Step27_Model2_EQC_CH4,Step28_Model1_EQA_CH4,Step29_Model2_EQA_CH2,Step30_Model3_EQC_CH1,42.56,,,,,,,,,,,,,,,,,,,,,40.63,,39.77,,,,,,,,50.99,41.35,,,,52.92,62.05,,,41.46,,,,,,49.95,,,,,,,,,,8,,,,,,,
L021W24,L021,24,Step1_Model3_EQC_CH1,Step2_Model1_EQC_CH1,Step3_Model2_EQC_CH3,Step4_Model1_EQC_CH3,Step5_Model1_EQA_CH4,Step6_Model2_EQB_CH3,Step7_Model3_EQA_CH1,Step8_Model1_EQB_CH2,Step9_Model2_EQC_CH3,Step10_Model1_EQB_CH3,Step11_Model3_EQA_CH1,Step12_Model1_EQB_CH3,Step13_Model3_EQB_CH4,Step14_Model3_EQA_CH2,Step15_Model3_EQC_CH1,Step16_Model3_EQC_CH4,Step17_Model3_EQB_CH1,Step18_Model3_EQC_CH4,Step19_Model1_EQC_CH2,Step20_Model1_EQB_CH2,Step21_Model2_EQC_CH4,Step22_Model2_EQC_CH4,Step23_Model2_EQC_CH4,Step24_Model3_EQA_CH4,Step25_Model1_EQA_CH4,Step26_Model1_EQC_CH4,Step27_Model2_EQC_CH2,Step28_Model1_EQA_CH4,Step29_Model2_EQA_CH3,Step30_Model3_EQC_CH2,,,,,,,,,,,,,34.38,,,,,,,,,,,,,,,,,,,,,,,51.52,,,,,,55.56,66.98,,,,,,,,,,10,,,,,,,,,,,
L021W25,L021,25,Step1_Model3_EQC_CH1,Step2_Model1_EQC_CH2,Step3_Model2_EQC_CH1,Step4_Model1_EQC_CH1,Step5_Model1_EQA_CH3,Step6_Model2_EQB_CH4,Step7_Model3_EQA_CH4,Step8_Model1_EQB_CH2,Step9_Model2_EQC_CH4,Step10_Model1_EQB_CH3,Step11_Model3_EQA_CH2,Step12_Model1_EQB_CH2,Step13_Model3_EQB_CH2,Step14_Model3_EQA_CH4,Step15_Model3_EQC_CH4,Step16_Model3_EQC_CH4,Step17_Model3_EQB_CH2,Step18_Model3_EQC_CH2,Step19_Model1_EQC_CH1,Step20_Model1_EQB_CH1,Step21_Model2_EQC_CH4,Step22_Model2_EQC_CH2,Step23_Model2_EQC_CH4,Step24_Model3_EQA_CH4,Step25_Model1_EQA_CH1,Step26_Model1_EQC_CH3,Step27_Model2_EQC_CH4,Step28_Model1_EQA_CH3,Step29_Model2_EQA_CH3,Step30_Model3_EQC_CH2,,,,,,,,,,,,40.07,,,,,,58.7,,43.93,,,,44.72,,53.34,35.37,,,,60.77,,,,,,,,,,,,,,58.13,,,,,,,,,,13,,,,,,,,,
L022W01,L022,1,Step1_Model2_EQA_CH4,Step2_Model1_EQA_CH3,Step3_Model3_EQC_CH1,Step4_Model3_EQC_CH3,Step5_Model1_EQB_CH3,Step6_Model2_EQC_CH4,Step7_Model2_EQB_CH2,Step8_Model2_EQC_CH1,Step9_Model1_EQA_CH2,Step10_Model2_EQA_CH3,Step11_Model1_EQC_CH3,Step12_Model3_EQB_CH2,Step13_Model2_EQB_CH2,Step14_Model3_EQA_CH4,Step15_Model3_EQC_CH2,Step16_Model1_EQA_CH2,Step17_Model2_EQA_CH4,Step18_Model1_EQA_CH2,Step19_Model1_EQB_CH3,Step20_Model2_EQA_CH2,Step21_Model1_EQB_CH1,Step22_Model2_EQA_CH3,Step23_Model3_EQB_CH4,Step24_Model2_EQB_CH3,Step25_Model1_EQA_CH4,Step26_Model2_EQA_CH1,Step27_Model1_EQB_CH1,Step28_Model1_EQC_CH3,Step29_Model1_EQA_CH2,Step30_Model2_EQB_CH3,,,,,,,,,67.04,,49.24,,,,,,,,,42.38,,,,,,60.34,,,,,,,,,58.25,,,56.54,,,,,55.97,,,,,,,,,,,,,,9,,,,,,,
L022W02,L022,2,Step1_Model2_EQA_CH3,Step2_Model1_EQA_CH1,Step3_Model3_EQC_CH4,Step4_Model3_EQC_CH3,Step5_Model1_EQB_CH2,Step6_Model2_EQC_CH1,Step7_Model2_EQB_CH3,Step8_Model2_EQC_CH3,Step9_Model1_EQA_CH2,Step10_Model2_EQA_CH3,Step11_Model1_EQC_CH3,Step12_Model3_EQB_CH3,Step13_Model2_EQB_CH3,Step14_Model3_EQA_CH2,Step15_Model3_EQC_CH3,Step16_Model1_EQA_CH3,Step17_Model2_EQA_CH3,Step18_Model1_EQA_CH1,Step19_Model1_EQB_CH2,Step20_Model2_EQA_CH1,Step21_Model1_EQB_CH1,Step22_Model2_EQA_CH2,Step23_Model3_EQB_CH1,Step24_Model2_EQB_CH1,Step25_Model1_EQA_CH1,Step26_Model2_EQA_CH2,Step27_Model1_EQB_CH3,Step28_Model1_EQC_CH4,Step29_Model1_EQA_CH4,Step30_Model2_EQB_CH2,,,,,,50.87,,,,,,,,,,59.25,,,,,,,39.18,,,,,,,,,,45.64,,,,,68.82,,,36.76,,,,,60.12,,37.36,,,,,,,,,,,,,,,,
L022W03,L022,3,Step1_Model2_EQA_CH4,Step2_Model1_EQA_CH2,Step3_Model3_EQC_CH2,Step4_Model3_EQC_CH4,Step5_Model1_EQB_CH1,Step6_Model2_EQC_CH3,Step7_Model2_EQB_CH4,Step8_Model2_EQC_CH4,Step9_Model1_EQA_CH4,Step10_Model2_EQA_CH4,Step11_Model1_EQC_CH2,Step12_Model3_EQB_CH2,Step13_Model2_EQB_CH3,Step14_Model3_EQA_CH3,Step15_Model3_EQC_CH4,Step16_Model1_EQA_CH4,Step17_Model2_EQA_CH4,Step18_Model1_EQA_CH3,Step19_Model1_EQB_CH4,Step20_Model2_EQA_CH1,Step21_Model1_EQB_CH3,Step22_Model2_EQA_CH1,Step23_Model3_EQB_CH4,Step24_Model2_EQB_CH2,Step25_Model1_EQA_CH1,Step26_Model2_EQA_CH3,Step27_Model1_EQB_CH1,Step28_Model1_EQC_CH3,Step29_Model1_EQA_CH4,Step30_Model2_EQB_CH1,,,,,,57,64.98,,,,,,,35.53,,,,,,,42.21,,,,,,,55.04,,,,,,,,,,,56.6,,,,57.9,,,51.82,,,,,,,,,,,8,,,,,,,
L022W04,L022,4,Step1_Model2_EQA_CH2,Step2_Model1_EQA_CH1,Step3_Model3_EQC_CH2,Step4_Model3_EQC_CH3,Step5_Model1_EQB_CH4,Step6_Model2_EQC_CH4,Step7_Model2_EQB_CH2,Step8_Model2_EQC_CH3,Step9_Model1_EQA_CH4,Step10_Model2_EQA_CH3,Step11_Model1_EQC_CH2,Step12_Model3_EQB_CH2,Step13_Model2_EQB_CH1,Step14_Model3_EQA_CH4,Step15_Model3_EQC_CH4,Step16_Model1_EQA_CH1,Step17_Model2_EQA_CH2,Step18_Model1_EQA_CH2,Step19_Model1_EQB_CH2,Step20_Model2_EQA_CH2,Step21_Model1_EQB_CH3,Step22_Model2_EQA_CH4,Step23_Model3_EQB_CH4,Step24_Model2_EQB_CH2,Step25_Model1_EQA_CH2,Step26_Model2_EQA_CH2,Step27_Model1_EQB_CH4,Step28_Model1_EQC_CH4,Step29_Model1_EQA_CH2,Step30_Model2_EQB_CH3,,,,,,,66.49,,,,,,,,,,60.33,,,,,,,,,,,,57.56,,,51.89,,,,,,,,65.43,,,,,,,,,,,,,,,,,,,,,,,,
L022W05,L022,5,Step1_Model2_EQA_CH1,Step2_Model1_EQA_CH1,Step3_Model3_EQC_CH1,Step4_Model3_EQC_CH4,Step5_Model1_EQB_CH4,Step6_Model2_EQC_CH1,Step7_Model2_EQB_CH1,Step8_Model2_EQC_CH3,Step9_Model1_EQA_CH4,Step10_Model2_EQA_CH4,Step11_Model1_EQC_CH1,Step12_Model3_EQB_CH3,Step13_Model2_EQB_CH3,Step14_Model3_EQA_CH1,Step15_Model3_EQC_CH1,Step16_Model1_EQA_CH4,Step17_Model2_EQA_CH1,Step18_Model1_EQA_CH2,Step19_Model1_EQB_CH3,Step20_Model2_EQA_CH1,Step21_Model1_EQB_CH2,Step22_Model2_EQA_CH3,Step23_Model3_EQB_CH2,Step24_Model2_EQB_CH2,Step25_Model1_EQA_CH1,Step26_Model2_EQA_CH3,Step27_Model1_EQB_CH2,Step28_Model1_EQC_CH4,Step29_Model1_EQA_CH3,Step30_Model2_EQB_CH4,,,,,,,,,,,,,,36.79,,,,,40.38,,33.07,,41.09,,43.46,,,,,46.01,,,,,,,,,,,,,62.33,55.66,,48.78,,34.72,,,,,,,,,,,,,,,,
L022W06,L022,6,Step1_Model2_EQA_CH1,Step2_Model1_EQA_CH4,Step3_Model3_EQC_CH3,Step4_Model3_EQC_CH2,Step5_Model1_EQB_CH2,Step6_Model2_EQC_CH3,Step7_Model2_EQB_CH2,Step8_Model2_EQC_CH4,Step9_Model1_EQA_CH2,Step10_Model2_EQA_CH2,Step11_Model1_EQC_CH4,Step12_Model3_EQB_CH4,Step13_Model2_EQB_CH4,Step14_Model3_EQA_CH1,Step15_Model3_EQC_CH4,Step16_Model1_EQA_CH4,Step17_Model2_EQA_CH1,Step18_Model1_EQA_CH2,Step19_Model1_EQB_CH4,Step20_Model2_EQA_CH3,Step21_Model1_EQB_CH4,Step22_Model2_EQA_CH4,Step23_Model3_EQB_CH1,Step24_Model2_EQB_CH3,Step25_Model1_EQA_CH2,Step26_Model2_EQA_CH2,Step27_Model1_EQB_CH3,Step28_Model1_EQC_CH4,Step29_Model1_EQA_CH1,Step30_Model2_EQB_CH3,,32.28,,,,,62.82,,66.74,,70.45,,,,,,,,,,,,,,,,,,,,,,,45.75,,,,,,,,56.43,,57.99,60.87,,,,,,,,,,,,,,,,,,,
L022W07,L022,7,Step1_Model2_EQA_CH3,Step2_Model1_EQA_CH2,Step3_Model3_EQC_CH1,Step4_Model3_EQC_CH3,Step5_Model1_EQB_CH1,Step6_Model2_EQC_CH4,Step7_Model2_EQB_CH2,Step8_Model2_EQC_CH4,Step9_Model1_EQA_CH1,Step10_Model2_EQA_CH4,Step11_Model1_EQC_CH2,Step12_Model3_EQB_CH1,Step13_Model2_EQB_CH3,Step14_Model3_EQA_CH4,Step15_Model3_EQC_CH2,Step16_Model1_EQA_CH3,Step17_Model2_EQA_CH2,Step18_Model1_EQA_CH1,Step19_Model1_EQB_CH1,Step20_Model2_EQA_CH4,Step21_Model1_EQB_CH2,Step22_Model2_EQA_CH2,Step23_Model3_EQB_CH2,Step24_Model2_EQB_CH1,Step25_Model1_EQA_CH4,Step26_Model2_EQA_CH2,Step27_Model1_EQB_CH2,Step28_Model1_EQC_CH3,Step29_Model1_EQA_CH2,Step30_Model2_EQB_CH4,,27.95,,,,,,,,,,,,,,,,,,,40.85,40.12,,,,,,64.02,,,,,,,,,62.8,,,62.35,40.77,,,,,,,,,,,,,12,,,,,,,,,,
L022W08,L022,8,Step1_Model2_EQA_CH3,Step2_Model1_EQA_CH3,Step3_Model3_EQC_CH3,Step4_Model3_EQC_CH1,Step5_Model1_EQB_CH3,Step6_Model2_EQC_CH2,Step7_Model2_EQB_CH1,Step8_Model2_EQC_CH1,Step9_Model1_EQA_CH1,Step10_Model2_EQA_CH1,Step11_Model1_EQC_CH1,Step12_Model3_EQB_CH1,Step13_Model2_EQB_CH1,Step14_Model3_EQA_CH3,Step15_Model3_EQC_CH4,Step16_Model1_EQA_CH2,Step17_Model2_EQA_CH2,Step18_Model1_EQA_CH3,Step19_Model1_EQB_CH3,Step20_Model2_EQA_CH1,Step21_Model1_EQB_CH4,Step22_Model2_EQA_CH1,Step23_Model3_EQB_CH3,Step24_Model2_EQB_CH1,Step25_Model1_EQA_CH2,Step26_Model2_EQA_CH2,Step27_Model1_EQB_CH1,Step28_Model1_EQC_CH4,Step29_Model1_EQA_CH1,Step30_Model2_EQB_CH1,,,,43.22,,,,,,,,32.79,,,,,,,,,40.97,,39.35,,33.3,,,59.56,,,,,,,,,,,,,,63.99,,,,,,,,,,,,,,,,,,,,,,
L022W09,L022,9,Step1_Model2_EQA_CH4,Step2_Model1_EQA_CH4,Step3_Model3_EQC_CH4,Step4_Model3_EQC_CH2,Step5_Model1_EQB_CH1,Step6_Model2_EQC_CH3,Step7_Model2_EQB_CH4,Step8_Model2_EQC_CH4,Step9_Model1_EQA_CH1,Step10_Model2_EQA_CH3,Step11_Model1_EQC_CH1,Step12_Model3_EQB_CH1,Step13_Model2_EQB_CH4,Step14_Model3_EQA_CH4,Step15_Model3_EQC_CH2,Step16_Model1_EQA_CH3,Step17_Model2_EQA_CH3,Step18_Model1_EQA_CH4,Step19_Model1_EQB_CH4,Step20_Model2_EQA_CH4,Step21_Model1_EQB_CH3,Step22_Model2_EQA_CH2,Step23_Model3_EQB_CH3,Step24_Model2_EQB_CH4,Step25_Model1_EQA_CH4,Step26_Model2_EQA_CH2,Step27_Model1_EQB_CH1,Step28_Model1_EQC_CH1,Step29_Model1_EQA_CH3,Step30_Model2_EQB_CH1,35,,47.21,,38.3,53.21,,,80.6,,,,,,,,,,,,,,,,,,,,,46.1,,,,,,,,,60.71,,,42.5,,,,,,,,,7,7,,,,,,,,,,,,
L022W10,L022,10,Step1_Model2_EQA_CH1,Step2_Model1_EQA_CH3,Step3_Model3_EQC_CH4,Step4_Model3_EQC_CH1,Step5_Model1_EQB_CH4,Step6_Model2_EQC_CH3,Step7_Model2_EQB_CH4,Step8_Model2_EQC_CH4,Step9_Model1_EQA_CH3,Step10_Model2_EQA_CH4,Step11_Model1_EQC_CH1,Step12_Model3_EQB_CH1,Step13_Model2_EQB_CH1,Step14_Model3_EQA_CH1,Step15_Model3_EQC_CH4,Step16_Model1_EQA_CH1,Step17_Model2_EQA_CH4,Step18_Model1_EQA_CH2,Step19_Model1_EQB_CH4,Step20_Model2_EQA_CH1,Step21_Model1_EQB_CH2,Step22_Model2_EQA_CH3,Step23_Model3_EQB_CH4,Step24_Model2_EQB_CH1,Step25_Model1_EQA_CH1,Step26_Model2_EQA_CH1,Step27_Model1_EQB_CH3,Step28_Model1_EQC_CH2,Step29_Model1_EQA_CH2,Step30_Model2_EQB_CH1,36.61,,41.15,46.5,,,60.1,,,,,,39.66,,,,,,,,,,47.79,,36.5,,,,,,58.72,,,,,,,,,,,,66.74,,,,,,,,,,,,,,13,,,,,,,
L022W11,L022,11,Step1_Model2_EQA_CH4,Step2_Model1_EQA_CH1,Step3_Model3_EQC_CH1,Step4_Model3_EQC_CH4,Step5_Model1_EQB_CH1,Step6_Model2_EQC_CH3,Step7_Model2_EQB_CH1,Step8_Model2_EQC_CH3,Step9_Model1_EQA_CH1,Step10_Model2_EQA_CH2,Step11_Model1_EQC_CH4,Step12_Model3_EQB_CH2,Step13_Model2_EQB_CH1,Step14_Model3_EQA_CH1,Step15_Model3_EQC_CH3,Step16_Model1_EQA_CH1,Step17_Model2_EQA_CH1,Step18_Model1_EQA_CH1,Step19_Model1_EQB_CH2,Step20_Model2_EQA_CH3,Step21_Model1_EQB_CH2,Step22_Model2_EQA_CH3,Step23_Model3_EQB_CH2,Step24_Model2_EQB_CH1,Step25_Model1_EQA_CH2,Step26_Model2_EQA_CH2,Step27_Model1_EQB_CH3,Step28_Model1_EQC_CH3,Step29_Model1_EQA_CH2,Step30_Model2_EQB_CH3,,,,,,51.79,,,,59.19,,26.85,,39.18,,,58.25,,,,,,,38.27,,,,,,,,,,,,,,,,,37.99,,,,,,,,,,,,,8,,,,,,,,,,
L022W12,L022,12,Step1_Model2_EQA_CH3,Step2_Model1_EQA_CH3,Step3_Model3_EQC_CH4,Step4_Model3_EQC_CH3,Step5_Model1_EQB_CH4,Step6_Model2_EQC_CH4,Step7_Model2_EQB_CH3,Step8_Model2_EQC_CH2,Step9_Model1_EQA_CH3,Step10_Model2_EQA_CH1,Step11_Model1_EQC_CH2,Step12_Model3_EQB_CH4,Step13_Model2_EQB_CH4,Step14_Model3_EQA_CH2,Step15_Model3_EQC_CH2,Step16_Model1_EQA_CH3,Step17_Model2_EQA_CH4,Step18_Model1_EQA_CH1,Step19_Model1_EQB_CH3,Step20_Model2_EQA_CH2,Step21_Model1_EQB_CH4,Step22_Model2_EQA_CH2,Step23_Model3_EQB_CH2,Step24_Model2_EQB_CH2,Step25_Model1_EQA_CH3,Step26_Model2_EQA_CH1,Step27_Model1_EQB_CH1,Step28_Model1_EQC_CH4,Step29_Model1_EQA_CH2,Step30_Model2_EQB_CH1,,,,40.56,,,,,,,48.43,,,,45.49,,67.77,,42.22,,,37.65,,,42.18,,,,,,,,42.38,,,,,,,,,,61.99,,,49.7,51.58,,,,,,,,,8,15,,,,,,,
L022W13,L022,13,Step1_Model2_EQA_CH2,Step2_Model1_EQA_CH4,Step3_Model3_EQC_CH2,Step4_Model3_EQC_CH1,Step5_Model1_EQB_CH2,Step6_Model2_EQC_CH1,Step7_Model2_EQB_CH4,Step8_Model2_EQC_CH2,Step9_Model1_EQA_CH1,Step10_Model2_EQA_CH4,Step11_Model1_EQC_CH2,Step12_Model3_EQB_CH4,Step13_Model2_EQB_CH1,Step14_Model3_EQA_CH2,Step15_Model3_EQC_CH2,Step16_Model1_EQA_CH2,Step17_Model2_EQA_CH4,Step18_Model1_EQA_CH4,Step19_Model1_EQB_CH1,Step20_Model2_EQA_CH3,Step21_Model1_EQB_CH2,Step22_Model2_EQA_CH2,Step23_Model3_EQB_CH1,Step24_Model2_EQB_CH2,Step25_Model1_EQA_CH4,Step26_Model2_EQA_CH4,Step27_Model1_EQB_CH2,Step28_Model1_EQC_CH2,Step29_Model1_EQA_CH4,Step30_Model2_EQB_CH2,,,,,,,66.86,,,,50.42,,,,,,,,,,,39.2,,,,,,,60.45,,,45.62,,,,56.63,,,,,,,,,,57.65,,,,,,,,,,,,,,,,,,
L022W14,L022,14,Step1_Model2_EQA_CH4,Step2_Model1_EQA_CH3,Step3_Model3_EQC_CH3,Step4_Model3_EQC_CH2,Step5_Model1_EQB_CH2,Step6_Model2_EQC_CH2,Step7_Model2_EQB_CH4,Step8_Model2_EQC_CH3,Step9_Model1_EQA_CH3,Step10_Model2_EQA_CH1,Step11_Model1_EQC_CH1,Step12_Model3_EQB_CH2,Step13_Model2_EQB_CH4,Step14_Model3_EQA_CH2,Step15_Model3_EQC_CH3,Step16_Model1_EQA_CH2,Step17_Model2_EQA_CH2,Step18_Model1_EQA_CH3,Step19_Model1_EQB_CH3,Step20_Model2_EQA_CH3,Step21_Model1_EQB_CH3,Step22_Model2_EQA_CH1,Step23_Model3_EQB_CH4,Step24_Model2_EQB_CH4,Step25_Model1_EQA_CH3,Step26_Model2_EQA_CH4,Step27_Model1_EQB_CH4,Step28_Model1_EQC_CH4,Step29_Model1_EQA_CH4,Step30_Model2_EQB_CH3,,,,,,57.85,,,,,,,,,,,,,,,39.77,,,,,,,,,,,,,46.7,,54.94,,,,,,,,,,,47.6,,,,,,,,,,8,,,,,,,
L022W15,L022,15,Step1_Model2_EQA_CH2,Step2_Model1_EQA_CH2,Step3_Model3_EQC_CH2,Step4_Model3_EQC_CH1,Step5_Model1_EQB_CH4,Step6_Model2_EQC_CH3,Step7_Model2_EQB_CH3,Step8_Model2_EQC_CH1,Step9_Model1_EQA_CH3,Step10_Model2_EQA_CH2,Step11_Model1_EQC_CH1,Step12_Model3_EQB_CH3,Step13_Model2_EQB_CH1,Step14_Model3_EQA_CH1,Step15_Model3_EQC_CH3,Step16_Model1_EQA_CH2,Step17_Model2_EQA_CH3,Step18_Model1_EQA_CH4,Step19_Model1_EQB_CH4,Step20_Model2_EQA_CH3,Step21_Model1_EQB_CH2,Step22_Model2_EQA_CH4,Step23_Model3_EQB_CH4,Step24_Model2_EQB_CH3,Step25_Model1_EQA_CH3,Step26_Model2_EQA_CH3,Step27_Model1_EQB_CH1,Step28_Model1_EQC_CH1,Step29_Model1_EQA_CH1,Step30_Model2_EQB_CH3,,,,,,,,,,,,,,,,,,,45.53,,,,,,,,,,,,,,,,,,,,59.27,,,,65.08,,,,,,,,,,,,,,,,,,,,,
L022W16,L022,16,Step1_Model2_EQA_CH2,Step2_Model1_EQA_CH4,Step3_Model3_EQC_CH1,Step4_Model3_EQC_CH2,Step5_Model1_EQB_CH3,Step6_Model2_EQC_CH1,Step7_Model2_EQB_CH3,Step8_Model2_EQC_CH2,Step9_Model1_EQA_CH1,Step10_Model2_EQA_CH1,Step11_Model1_EQC_CH1,Step12_Model3_EQB_CH1,Step13_Model2_EQB_CH2,Step14_Model3_EQA_CH1,Step15_Model3_EQC_CH4,Step16_Model1_EQA_CH4,Step17_Model2_EQA_CH3,Step18_Model1_EQA_CH1,Step19_Model1_EQB_CH4,Step20_Model2_EQA_CH4,Step21_Model1_EQB_CH4,Step22_Model2_EQA_CH2,Step23_Model3_EQB_CH1,Step24_Model2_EQB_CH2,Step25_Model1_EQA_CH2,Step26_Model2_EQA_CH4,Step27_Model1_EQB_CH4,Step28_Model1_EQC_CH3,Step29_Model1_EQA_CH1,Step30_Model2_EQB_CH1,36.1,,38.29,,,,,,,,,,36.01,,,,56.41,,,,,,,,,,,,,,,45.98,,47.86,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,
L022W17,L022,17,Step1_Model2_EQA_CH4,Step2_Model1_EQA_CH4,Step3_Model3_EQC_CH1,Step4_Model3_EQC_CH3,Step5_Model1_EQB_CH4,Step6_Model2_EQC_CH3,Step7_Model2_EQB_CH2,Step8_Model2_EQC_CH4,Step9_Model1_EQA_CH2,Step10_Model2_EQA_CH4,Step11_Model1_EQC_CH2,Step12_Model3_EQB_CH4,Step13_Model2_EQB_CH3,Step14_Model3_EQA_CH3,Step15_Model3_EQC_CH3,Step16_Model1_EQA_CH2,Step17_Model2_EQA_CH3,Step18_Model1_EQA_CH2,Step19_Model1_EQB_CH4,Step20_Model2_EQA_CH2,Step21_Model1_EQB_CH4,Step22_Model2_EQA_CH1,Step23_Model3_EQB_CH1,Step24_Model2_EQB_CH1,Step25_Model1_EQA_CH2,Step26_Model2_EQA_CH1,Step27_Model1_EQB_CH1,Step28_Model1_EQC_CH1,Step29_Model1_EQA_CH4,Step30_Model2_EQB_CH3,,,,45.79,,,,,,61.28,,,,,,,,,,,,39.74,46.32,45.45,,,,,,,,,,,,,,62.26,,,,,,,,,,,9,,,,,,,,,,,,,,,
