Lot_Wafer_ID,Lot_ID,Wafer_Slot,Step1_Config,Step2_Config,Step3_Config,Step4_Config,Step5_Config,Step6_Config,Step7_Config,Step8_Config,Step9_Config,Step10_Config,Step11_Config,Step12_Config,Step13_Config,Step14_Config,Step15_Config,Step16_Config,Step17_Config,Step18_Config,Step19_Config,Step20_Config,Step21_Config,Step22_Config,Step23_Config,Step24_Config,Step25_Config,Step26_Config,Step27_Config,Step28_Config,Step29_Config,Step30_Config,Step1_R1,Step2_R1,Step3_R1,Step4_R1,Step4_R2,Step5_R1,Step6_R1,Step6_R2,Step7_R1,Step7_R2,Step8_R1,Step9_R1,Step9_R2,Step10_R1,Step11_R1,Step12_R1,Step12_R2,Step13_R1,Step13_R2,Step13_R3,Step14_R1,Step14_R2,Step14_R3,Step15_R1,Step15_R2,Step16_R1,Step17_R1,Step18_R1,Step19_R1,Step20_R1,Step21_R1,Step22_R1,Step22_R2,Step22_R3,Step23_R1,Step24_R1,Step24_R2,Step25_R1,Step25_R2,Step25_R3,Step26_R1,Step27_R1,Step28_R1,Step28_R2,Step28_R3,Step29_R1,Step29_R2,Step30_R1,Step1_D1,Step6_D1,Step8_D1,Step11_D1,Step13_D1,Step14_D1,Step21_D1,Step22_D1,Step27_D1,Step30_D1,Y,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
L160W02,L160,2,Step1_Model3_EQB_CH3,Step2_Model2_EQB_CH1,Step3_Model2_EQB_CH3,Step4_Model2_EQA_CH2,Step5_Model3_EQC_CH4,Step6_Model1_EQC_CH3,Step7_Model2_EQC_CH3,Step8_Model1_EQA_CH2,Step9_Model2_EQB_CH2,Step10_Model3_EQB_CH1,Step11_Model3_EQC_CH2,Step12_Model2_EQC_CH4,Step13_Model3_EQC_CH1,Step14_Model3_EQA_CH3,Step15_Model1_EQA_CH1,Step16_Model3_EQB_CH3,Step17_Model1_EQC_CH2,Step18_Model1_EQA_CH1,Step19_Model1_EQA_CH4,Step20_Model3_EQA_CH1,Step21_Model3_EQB_CH4,Step22_Model2_EQA_CH1,Step23_Model2_EQB_CH2,Step24_Model3_EQC_CH3,Step25_Model1_EQB_CH1,Step26_Model2_EQC_CH3,Step27_Model1_EQB_CH3,Step28_Model2_EQA_CH3,Step29_Model3_EQC_CH1,Step30_Model3_EQB_CH3,,41.85,,45.54,,,,,,,,,,,,62.67,64.15,32.01,,,42.49,,39.8,33.19,40.07,64.31,,,,,,,,,,53.86,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,
L160W03,L160,3,Step1_Model3_EQB_CH1,Step2_Model2_EQB_CH4,Step3_Model2_EQB_CH3,Step4_Model2_EQA_CH4,Step5_Model3_EQC_CH3,Step6_Model1_EQC_CH1,Step7_Model2_EQC_CH1,Step8_Model1_EQA_CH4,Step9_Model2_EQB_CH4,Step10_Model3_EQB_CH2,Step11_Model3_EQC_CH2,Step12_Model2_EQC_CH2,Step13_Model3_EQC_CH3,Step14_Model3_EQA_CH4,Step15_Model1_EQA_CH2,Step16_Model3_EQB_CH4,Step17_Model1_EQC_CH2,Step18_Model1_EQA_CH4,Step19_Model1_EQA_CH4,Step20_Model3_EQA_CH2,Step21_Model3_EQB_CH3,Step22_Model2_EQA_CH2,Step23_Model2_EQB_CH4,Step24_Model3_EQC_CH1,Step25_Model1_EQB_CH3,Step26_Model2_EQC_CH3,Step27_Model1_EQB_CH1,Step28_Model2_EQA_CH2,Step29_Model3_EQC_CH4,Step30_Model3_EQB_CH2,36.44,33.19,,,40.46,,,,,,57.23,,,,,57.82,61.66,,,58.7,,,,,34.76,,,,58.46,,,,,,,,,,63.39,,,53.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
L160W04,L160,4,Step1_Model3_EQB_CH4,Step2_Model2_EQB_CH1,Step3_Model2_EQB_CH4,Step4_Model2_EQA_CH4,Step5_Model3_EQC_CH2,Step6_Model1_EQC_CH4,Step7_Model2_EQC_CH2,Step8_Model1_EQA_CH2,Step9_Model2_EQB_CH3,Step10_Model3_EQB_CH1,Step11_Model3_EQC_CH2,Step12_Model2_EQC_CH1,Step13_Model3_EQC_CH3,Step14_Model3_EQA_CH2,Step15_Model1_EQA_CH1,Step16_Model3_EQB_CH3,Step17_Model1_EQC_CH3,Step18_Model1_EQA_CH4,Step19_Model1_EQA_CH4,Step20_Model3_EQA_CH1,Step21_Model3_EQB_CH2,Step22_Model2_EQA_CH4,Step23_Model2_EQB_CH2,Step24_Model3_EQC_CH4,Step25_Model1_EQB_CH4,Step26_Model2_EQC_CH1,Step27_Model1_EQB_CH4,Step28_Model2_EQA_CH3,Step29_Model3_EQC_CH4,Step30_Model3_EQB_CH4,,,,,,,,,,,,,40.73,,,,,,,,38.76,45.45,,,,57.41,,,,,60.55,,,,,,,,,,42.57,,,,,,,30.54,,,,,,,,,10,,,,,,,,,,,,
L160W05,L160,5,Step1_Model3_EQB_CH1,Step2_Model2_EQB_CH1,Step3_Model2_EQB_CH3,Step4_Model2_EQA_CH1,Step5_Model3_EQC_CH4,Step6_Model1_EQC_CH3,Step7_Model2_EQC_CH4,Step8_Model1_EQA_CH4,Step9_Model2_EQB_CH3,Step10_Model3_EQB_CH1,Step11_Model3_EQC_CH1,Step12_Model2_EQC_CH4,Step13_Model3_EQC_CH1,Step14_Model3_EQA_CH2,Step15_Model1_EQA_CH3,Step16_Model3_EQB_CH3,Step17_Model1_EQC_CH4,Step18_Model1_EQA_CH4,Step19_Model1_EQA_CH3,Step20_Model3_EQA_CH4,Step21_Model3_EQB_CH3,Step22_Model2_EQA_CH3,Step23_Model2_EQB_CH2,Step24_Model3_EQC_CH3,Step25_Model1_EQB_CH2,Step26_Model2_EQC_CH4,Step27_Model1_EQB_CH1,Step28_Model2_EQA_CH1,Step29_Model3_EQC_CH2,Step30_Model3_EQB_CH4,,,,,,,,,,,50.25,,,40.99,,,,41.11,,,,,,,,58.75,,,,,,,,,41.33,,63.53,,,,41.59,56.91,,62.7,,,,30.09,,,,,,,,,,8,,,,,,,,,,,
L160W06,L160,6,Step1_Model3_EQB_CH3,Step2_Model2_EQB_CH3,Step3_Model2_EQB_CH3,Step4_Model2_EQA_CH3,Step5_Model3_EQC_CH3,Step6_Model1_EQC_CH4,Step7_Model2_EQC_CH2,Step8_Model1_EQA_CH4,Step9_Model2_EQB_CH2,Step10_Model3_EQB_CH2,Step11_Model3_EQC_CH4,Step12_Model2_EQC_CH1,Step13_Model3_EQC_CH4,Step14_Model3_EQA_CH1,Step15_Model1_EQA_CH2,Step16_Model3_EQB_CH4,Step17_Model1_EQC_CH2,Step18_Model1_EQA_CH1,Step19_Model1_EQA_CH2,Step20_Model3_EQA_CH4,Step21_Model3_EQB_CH1,Step22_Model2_EQA_CH1,Step23_Model2_EQB_CH2,Step24_Model3_EQC_CH2,Step25_Model1_EQB_CH1,Step26_Model2_EQC_CH2,Step27_Model1_EQB_CH3,Step28_Model2_EQA_CH1,Step29_Model3_EQC_CH1,Step30_Model3_EQB_CH3,,,,,,,,,,63.95,48.25,,,,50.8,,,,,40.23,,,,,,,,,,,56.61,,,,,,,,,,,,,,54.49,,,,,7,,,,,,,,,,,,,,,,,,,
L160W07,L160,7,Step1_Model3_EQB_CH4,Step2_Model2_EQB_CH4,Step3_Model2_EQB_CH4,Step4_Model2_EQA_CH4,Step5_Model3_EQC_CH3,Step6_Model1_EQC_CH3,Step7_Model2_EQC_CH2,Step8_Model1_EQA_CH3,Step9_Model2_EQB_CH3,Step10_Model3_EQB_CH4,Step11_Model3_EQC_CH4,Step12_Model2_EQC_CH2,Step13_Model3_EQC_CH3,Step14_Model3_EQA_CH1,Step15_Model1_EQA_CH4,Step16_Model3_EQB_CH4,Step17_Model1_EQC_CH3,Step18_Model1_EQA_CH3,Step19_Model1_EQA_CH2,Step20_Model3_EQA_CH2,Step21_Model3_EQB_CH3,Step22_Model2_EQA_CH3,Step23_Model2_EQB_CH1,Step24_Model3_EQC_CH2,Step25_Model1_EQB_CH1,Step26_Model2_EQC_CH1,Step27_Model1_EQB_CH3,Step28_Model2_EQA_CH3,Step29_Model3_EQC_CH3,Step30_Model3_EQB_CH1,,,39.86,,,,,,,,,,,,,,,,,,,,,,,,44.04,,,,,,,,,,,58.61,,,,,,,,53.97,49.96,,,,,,,,,,,,,,,,,,,,,,
L160W08,L160,8,Step1_Model3_EQB_CH1,Step2_Model2_EQB_CH2,Step3_Model2_EQB_CH2,Step4_Model2_EQA_CH4,Step5_Model3_EQC_CH2,Step6_Model1_EQC_CH4,Step7_Model2_EQC_CH2,Step8_Model1_EQA_CH4,Step9_Model2_EQB_CH2,Step10_Model3_EQB_CH2,Step11_Model3_EQC_CH1,Step12_Model2_EQC_CH3,Step13_Model3_EQC_CH2,Step14_Model3_EQA_CH1,Step15_Model1_EQA_CH1,Step16_Model3_EQB_CH3,Step17_Model1_EQC_CH2,Step18_Model1_EQA_CH4,Step19_Model1_EQA_CH4,Step20_Model3_EQA_CH3,Step21_Model3_EQB_CH3,Step22_Model2_EQA_CH3,Step23_Model2_EQB_CH2,Step24_Model3_EQC_CH2,Step25_Model1_EQB_CH2,Step26_Model2_EQC_CH1,Step27_Model1_EQB_CH4,Step28_Model2_EQA_CH1,Step29_Model3_EQC_CH1,Step30_Model3_EQB_CH2,,,,,,,65.49,,,,,,,,,,,,,45.46,,,,,,56.78,,,,,,41.13,,,,,,,,,,,46.37,,59.99,,,37.31,,,,,,,,,,11,,,,,,,,,,,
L160W09,L160,9,Step1_Model3_EQB_CH3,Step2_Model2_EQB_CH3,Step3_Model2_EQB_CH1,Step4_Model2_EQA_CH3,Step5_Model3_EQC_CH1,Step6_Model1_EQC_CH3,Step7_Model2_EQC_CH2,Step8_Model1_EQA_CH1,Step9_Model2_EQB_CH4,Step10_Model3_EQB_CH1,Step11_Model3_EQC_CH3,Step12_Model2_EQC_CH2,Step13_Model3_EQC_CH2,Step14_Model3_EQA_CH4,Step15_Model1_EQA_CH2,Step16_Model3_EQB_CH2,Step17_Model1_EQC_CH1,Step18_Model1_EQA_CH2,Step19_Model1_EQA_CH3,Step20_Model3_EQA_CH4,Step21_Model3_EQB_CH4,Step22_Model2_EQA_CH1,Step23_Model2_EQB_CH3,Step24_Model3_EQC_CH2,Step25_Model1_EQB_CH1,Step26_Model2_EQC_CH3,Step27_Model1_EQB_CH2,Step28_Model2_EQA_CH1,Step29_Model3_EQC_CH4,Step30_Model3_EQB_CH2,37.05,29.69,,,,,,,,,55.57,34.05,,41.83,47.22,55.97,,,,,35.32,,,31.87,,,,,64.8,49.47,,,,,,,,61.51,,,,,,,,,55.5,,,,,,,,,,,,,,,,,,,,,,
L160W10,L160,10,Step1_Model3_EQB_CH4,Step2_Model2_EQB_CH2,Step3_Model2_EQB_CH2,Step4_Model2_EQA_CH4,Step5_Model3_EQC_CH2,Step6_Model1_EQC_CH3,Step7_Model2_EQC_CH2,Step8_Model1_EQA_CH1,Step9_Model2_EQB_CH3,Step10_Model3_EQB_CH2,Step11_Model3_EQC_CH1,Step12_Model2_EQC_CH1,Step13_Model3_EQC_CH3,Step14_Model3_EQA_CH3,Step15_Model1_EQA_CH3,Step16_Model3_EQB_CH4,Step17_Model1_EQC_CH4,Step18_Model1_EQA_CH3,Step19_Model1_EQA_CH2,Step20_Model3_EQA_CH4,Step21_Model3_EQB_CH3,Step22_Model2_EQA_CH3,Step23_Model2_EQB_CH1,Step24_Model3_EQC_CH4,Step25_Model1_EQB_CH3,Step26_Model2_EQC_CH1,Step27_Model1_EQB_CH2,Step28_Model2_EQA_CH1,Step29_Model3_EQC_CH4,Step30_Model3_EQB_CH4,,,44.77,,,,,66.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.44,,,,,,,,,,,,,,,,,,,,,,,,,,
L160W11,L160,11,Step1_Model3_EQB_CH2,Step2_Model2_EQB_CH1,Step3_Model2_EQB_CH1,Step4_Model2_EQA_CH3,Step5_Model3_EQC_CH1,Step6_Model1_EQC_CH4,Step7_Model2_EQC_CH4,Step8_Model1_EQA_CH2,Step9_Model2_EQB_CH4,Step10_Model3_EQB_CH1,Step11_Model3_EQC_CH4,Step12_Model2_EQC_CH3,Step13_Model3_EQC_CH3,Step14_Model3_EQA_CH4,Step15_Model1_EQA_CH2,Step16_Model3_EQB_CH3,Step17_Model1_EQC_CH4,Step18_Model1_EQA_CH4,Step19_Model1_EQA_CH1,Step20_Model3_EQA_CH2,Step21_Model3_EQB_CH3,Step22_Model2_EQA_CH1,Step23_Model2_EQB_CH3,Step24_Model3_EQC_CH4,Step25_Model1_EQB_CH3,Step26_Model2_EQC_CH2,Step27_Model1_EQB_CH2,Step28_Model2_EQA_CH2,Step29_Model3_EQC_CH1,Step30_Model3_EQB_CH3,,,,,,,,,,,,,,,,,,,,,37.72,,,,,,,,59.89,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,
L160W12,L160,12,Step1_Model3_EQB_CH2,Step2_Model2_EQB_CH1,Step3_Model2_EQB_CH1,Step4_Model2_EQA_CH1,Step5_Model3_EQC_CH3,Step6_Model1_EQC_CH2,Step7_Model2_EQC_CH3,Step8_Model1_EQA_CH1,Step9_Model2_EQB_CH3,Step10_Model3_EQB_CH2,Step11_Model3_EQC_CH4,Step12_Model2_EQC_CH1,Step13_Model3_EQC_CH3,Step14_Model3_EQA_CH2,Step15_Model1_EQA_CH2,Step16_Model3_EQB_CH2,Step17_Model1_EQC_CH2,Step18_Model1_EQA_CH1,Step19_Model1_EQA_CH1,Step20_Model3_EQA_CH4,Step21_Model3_EQB_CH3,Step22_Model2_EQA_CH2,Step23_Model2_EQB_CH2,Step24_Model3_EQC_CH1,Step25_Model1_EQB_CH4,Step26_Model2_EQC_CH3,Step27_Model1_EQB_CH3,Step28_Model2_EQA_CH1,Step29_Model3_EQC_CH1,Step30_Model3_EQB_CH1,,,,,,,,,,68.4,55.94,,,,48.05,,,,,,,,,,39.54,,,,,,,,,,,,,62.3,,,,,,63.97,,,,,,,,,,,,,,,,,,,,,,,,,
L160W13,L160,13,Step1_Model3_EQB_CH4,Step2_Model2_EQB_CH1,Step3_Model2_EQB_CH4,Step4_Model2_EQA_CH1,Step5_Model3_EQC_CH1,Step6_Model1_EQC_CH4,Step7_Model2_EQC_CH3,Step8_Model1_EQA_CH1,Step9_Model2_EQB_CH1,Step10_Model3_EQB_CH4,Step11_Model3_EQC_CH3,Step12_Model2_EQC_CH3,Step13_Model3_EQC_CH4,Step14_Model3_EQA_CH2,Step15_Model1_EQA_CH2,Step16_Model3_EQB_CH3,Step17_Model1_EQC_CH1,Step18_Model1_EQA_CH3,Step19_Model1_EQA_CH1,Step20_Model3_EQA_CH1,Step21_Model3_EQB_CH1,Step22_Model2_EQA_CH3,Step23_Model2_EQB_CH1,Step24_Model3_EQC_CH3,Step25_Model1_EQB_CH1,Step26_Model2_EQC_CH1,Step27_Model1_EQB_CH3,Step28_Model2_EQA_CH3,Step29_Model3_EQC_CH4,Step30_Model3_EQB_CH1,36.97,,,,,,,,,,54.12,,,,,,,,,,33.64,,,41.08,,62.41,,,,,,,,,,,,65.81,66.8,62.94,40.32,,,,,,,33.74,,,,,,,,,,,,,,,,,,,,,
L160W14,L160,14,Step1_Model3_EQB_CH4,Step2_Model2_EQB_CH1,Step3_Model2_EQB_CH4,Step4_Model2_EQA_CH4,Step5_Model3_EQC_CH2,Step6_Model1_EQC_CH3,Step7_Model2_EQC_CH2,Step8_Model1_EQA_CH4,Step9_Model2_EQB_CH2,Step10_Model3_EQB_CH2,Step11_Model3_EQC_CH3,Step12_Model2_EQC_CH4,Step13_Model3_EQC_CH1,Step14_Model3_EQA_CH1,Step15_Model1_EQA_CH4,Step16_Model3_EQB_CH3,Step17_Model1_EQC_CH2,Step18_Model1_EQA_CH3,Step19_Model1_EQA_CH1,Step20_Model3_EQA_CH3,Step21_Model3_EQB_CH2,Step22_Model2_EQA_CH3,Step23_Model2_EQB_CH1,Step24_Model3_EQC_CH1,Step25_Model1_EQB_CH4,Step26_Model2_EQC_CH4,Step27_Model1_EQB_CH4,Step28_Model2_EQA_CH1,Step29_Model3_EQC_CH2,Step30_Model3_EQB_CH1,,,,,,,,,,,,39.52,,36.92,42.99,53.73,,,,,,,,,,64.4,,57.68,,,65.08,48.03,,,,,,,60.64,,,,,,56.33,,,,,,,,,,,,,,,,,,,,,,,,
L160W15,L160,15,Step1_Model3_EQB_CH1,Step2_Model2_EQB_CH3,Step3_Model2_EQB_CH4,Step4_Model2_EQA_CH3,Step5_Model3_EQC_CH2,Step6_Model1_EQC_CH2,Step7_Model2_EQC_CH3,Step8_Model1_EQA_CH1,Step9_Model2_EQB_CH3,Step10_Model3_EQB_CH3,Step11_Model3_EQC_CH1,Step12_Model2_EQC_CH4,Step13_Model3_EQC_CH4,Step14_Model3_EQA_CH4,Step15_Model1_EQA_CH3,Step16_Model3_EQB_CH3,Step17_Model1_EQC_CH1,Step18_Model1_EQA_CH4,Step19_Model1_EQA_CH1,Step20_Model3_EQA_CH2,Step21_Model3_EQB_CH2,Step22_Model2_EQA_CH3,Step23_Model2_EQB_CH2,Step24_Model3_EQC_CH1,Step25_Model1_EQB_CH1,Step26_Model2_EQC_CH2,Step27_Model1_EQB_CH1,Step28_Model2_EQA_CH1,Step29_Model3_EQC_CH3,Step30_Model3_EQB_CH1,,39.87,,,,,,,,,,,,,,,57.63,41.53,,,,,,,43.97,,,,,,,,,44.91,,58.24,,,,,,,,,,,,33.17,,,,,,,,,,,,,,,,,,,,,
L160W16,L160,16,Step1_Model3_EQB_CH3,Step2_Model2_EQB_CH1,Step3_Model2_EQB_CH3,Step4_Model2_EQA_CH2,Step5_Model3_EQC_CH3,Step6_Model1_EQC_CH1,Step7_Model2_EQC_CH4,Step8_Model1_EQA_CH4,Step9_Model2_EQB_CH3,Step10_Model3_EQB_CH3,Step11_Model3_EQC_CH3,Step12_Model2_EQC_CH2,Step13_Model3_EQC_CH1,Step14_Model3_EQA_CH3,Step15_Model1_EQA_CH4,Step16_Model3_EQB_CH2,Step17_Model1_EQC_CH4,Step18_Model1_EQA_CH3,Step19_Model1_EQA_CH3,Step20_Model3_EQA_CH1,Step21_Model3_EQB_CH2,Step22_Model2_EQA_CH3,Step23_Model2_EQB_CH1,Step24_Model3_EQC_CH3,Step25_Model1_EQB_CH4,Step26_Model2_EQC_CH1,Step27_Model1_EQB_CH2,Step28_Model2_EQA_CH4,Step29_Model3_EQC_CH4,Step30_Model3_EQB_CH2,42.15,,,,,,,,,,,39.77,,,,,,,,46.99,,,,,38.66,,37.92,,,,,,,41.08,,,,60.47,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,
L160W17,L160,17,Step1_Model3_EQB_CH2,Step2_Model2_EQB_CH4,Step3_Model2_EQB_CH3,Step4_Model2_EQA_CH2,Step5_Model3_EQC_CH2,Step6_Model1_EQC_CH1,Step7_Model2_EQC_CH2,Step8_Model1_EQA_CH1,Step9_Model2_EQB_CH2,Step10_Model3_EQB_CH3,Step11_Model3_EQC_CH3,Step12_Model2_EQC_CH2,Step13_Model3_EQC_CH1,Step14_Model3_EQA_CH3,Step15_Model1_EQA_CH3,Step16_Model3_EQB_CH4,Step17_Model1_EQC_CH4,Step18_Model1_EQA_CH3,Step19_Model1_EQA_CH4,Step20_Model3_EQA_CH1,Step21_Model3_EQB_CH2,Step22_Model2_EQA_CH3,Step23_Model2_EQB_CH3,Step24_Model3_EQC_CH4,Step25_Model1_EQB_CH3,Step26_Model2_EQC_CH3,Step27_Model1_EQB_CH3,Step28_Model2_EQA_CH3,Step29_Model3_EQC_CH2,Step30_Model3_EQB_CH4,40.21,41.4,,,,,,,,68.21,,,,35.43,,,,,28.1,37.65,,,,,,,29.73,,,,,,42.54,,,,,63.34,,,34.06,,,,,,,33.48,,,,,,,,,,,,,,,,,,,,,
L160W18,L160,18,Step1_Model3_EQB_CH4,Step2_Model2_EQB_CH3,Step3_Model2_EQB_CH3,Step4_Model2_EQA_CH3,Step5_Model3_EQC_CH2,Step6_Model1_EQC_CH1,Step7_Model2_EQC_CH1,Step8_Model1_EQA_CH3,Step9_Model2_EQB_CH2,Step10_Model3_EQB_CH2,Step11_Model3_EQC_CH4,Step12_Model2_EQC_CH1,Step13_Model3_EQC_CH1,Step14_Model3_EQA_CH2,Step15_Model1_EQA_CH3,Step16_Model3_EQB_CH4,Step17_Model1_EQC_CH2,Step18_Model1_EQA_CH4,Step19_Model1_EQA_CH1,Step20_Model3_EQA_CH2,Step21_Model3_EQB_CH4,Step22_Model2_EQA_CH3,Step23_Model2_EQB_CH4,Step24_Model3_EQC_CH4,Step25_Model1_EQB_CH3,Step26_Model2_EQC_CH1,Step27_Model1_EQB_CH2,Step28_Model2_EQA_CH2,Step29_Model3_EQC_CH3,Step30_Model3_EQB_CH2,37.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.14,,,,39.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L160W19,L160,19,Step1_Model3_EQB_CH3,Step2_Model2_EQB_CH3,Step3_Model2_EQB_CH2,Step4_Model2_EQA_CH4,Step5_Model3_EQC_CH1,Step6_Model1_EQC_CH2,Step7_Model2_EQC_CH2,Step8_Model1_EQA_CH1,Step9_Model2_EQB_CH2,Step10_Model3_EQB_CH3,Step11_Model3_EQC_CH4,Step12_Model2_EQC_CH2,Step13_Model3_EQC_CH3,Step14_Model3_EQA_CH1,Step15_Model1_EQA_CH2,Step16_Model3_EQB_CH2,Step17_Model1_EQC_CH1,Step18_Model1_EQA_CH1,Step19_Model1_EQA_CH4,Step20_Model3_EQA_CH3,Step21_Model3_EQB_CH1,Step22_Model2_EQA_CH3,Step23_Model2_EQB_CH1,Step24_Model3_EQC_CH3,Step25_Model1_EQB_CH1,Step26_Model2_EQC_CH3,Step27_Model1_EQB_CH3,Step28_Model2_EQA_CH2,Step29_Model3_EQC_CH3,Step30_Model3_EQB_CH2,,34.34,,,,,,,60.58,56.9,,39.4,41.16,,,59.35,,,,,,,,,,,,49.1,,,,42.42,,,,,,,,,,,,,,,59.32,,,,,,10,,,,,,,,,,,,,,,,
L160W20,L160,20,Step1_Model3_EQB_CH2,Step2_Model2_EQB_CH1,Step3_Model2_EQB_CH2,Step4_Model2_EQA_CH3,Step5_Model3_EQC_CH4,Step6_Model1_EQC_CH4,Step7_Model2_EQC_CH1,Step8_Model1_EQA_CH3,Step9_Model2_EQB_CH2,Step10_Model3_EQB_CH2,Step11_Model3_EQC_CH4,Step12_Model2_EQC_CH2,Step13_Model3_EQC_CH2,Step14_Model3_EQA_CH3,Step15_Model1_EQA_CH4,Step16_Model3_EQB_CH3,Step17_Model1_EQC_CH1,Step18_Model1_EQA_CH1,Step19_Model1_EQA_CH3,Step20_Model3_EQA_CH3,Step21_Model3_EQB_CH4,Step22_Model2_EQA_CH4,Step23_Model2_EQB_CH2,Step24_Model3_EQC_CH2,Step25_Model1_EQB_CH1,Step26_Model2_EQC_CH1,Step27_Model1_EQB_CH1,Step28_Model2_EQA_CH4,Step29_Model3_EQC_CH4,Step30_Model3_EQB_CH3,,35.89,,42.1,45.88,54.87,,55.25,,60.49,,,,,,,,,,46.38,,,,,,,,,,45.65,,,,,44.75,,,,,,,,58.27,,,,,,,,,,,,,,,,,,,,,,,,,,
L160W21,L160,21,Step1_Model3_EQB_CH1,Step2_Model2_EQB_CH4,Step3_Model2_EQB_CH3,Step4_Model2_EQA_CH3,Step5_Model3_EQC_CH4,Step6_Model1_EQC_CH1,Step7_Model2_EQC_CH3,Step8_Model1_EQA_CH3,Step9_Model2_EQB_CH1,Step10_Model3_EQB_CH1,Step11_Model3_EQC_CH1,Step12_Model2_EQC_CH1,Step13_Model3_EQC_CH2,Step14_Model3_EQA_CH4,Step15_Model1_EQA_CH4,Step16_Model3_EQB_CH2,Step17_Model1_EQC_CH2,Step18_Model1_EQA_CH4,Step19_Model1_EQA_CH1,Step20_Model3_EQA_CH2,Step21_Model3_EQB_CH1,Step22_Model2_EQA_CH2,Step23_Model2_EQB_CH3,Step24_Model3_EQC_CH1,Step25_Model1_EQB_CH2,Step26_Model2_EQC_CH2,Step27_Model1_EQB_CH1,Step28_Model2_EQA_CH3,Step29_Model3_EQC_CH4,Step30_Model3_EQB_CH2,,,,,,,,,,,,40.44,,,,,59.28,43.28,,,,,,,,,,,,46.43,,45.91,,,,,,,62.21,59.79,,,57.45,,63,,,,10,,,,,,,,,,,,,,,,,,,,
L160W22,L160,22,Step1_Model3_EQB_CH1,Step2_Model2_EQB_CH2,Step3_Model2_EQB_CH4,Step4_Model2_EQA_CH3,Step5_Model3_EQC_CH1,Step6_Model1_EQC_CH4,Step7_Model2_EQC_CH2,Step8_Model1_EQA_CH4,Step9_Model2_EQB_CH4,Step10_Model3_EQB_CH4,Step11_Model3_EQC_CH2,Step12_Model2_EQC_CH1,Step13_Model3_EQC_CH4,Step14_Model3_EQA_CH3,Step15_Model1_EQA_CH2,Step16_Model3_EQB_CH3,Step17_Model1_EQC_CH1,Step18_Model1_EQA_CH2,Step19_Model1_EQA_CH4,Step20_Model3_EQA_CH2,Step21_Model3_EQB_CH3,Step22_Model2_EQA_CH4,Step23_Model2_EQB_CH3,Step24_Model3_EQC_CH3,Step25_Model1_EQB_CH1,Step26_Model2_EQC_CH3,Step27_Model1_EQB_CH2,Step28_Model2_EQA_CH1,Step29_Model3_EQC_CH1,Step30_Model3_EQB_CH4,,,,42.43,,,,,,,,,,,,63.73,,,,,34.18,,,,,,,,,,,,,45.35,,,,,67.94,,,,60.46,58.63,,,,37.08,,,,,,,,,,,,,,,,,,,,,
L160W23,L160,23,Step1_Model3_EQB_CH1,Step2_Model2_EQB_CH2,Step3_Model2_EQB_CH3,Step4_Model2_EQA_CH1,Step5_Model3_EQC_CH1,Step6_Model1_EQC_CH2,Step7_Model2_EQC_CH2,Step8_Model1_EQA_CH4,Step9_Model2_EQB_CH4,Step10_Model3_EQB_CH4,Step11_Model3_EQC_CH3,Step12_Model2_EQC_CH3,Step13_Model3_EQC_CH4,Step14_Model3_EQA_CH3,Step15_Model1_EQA_CH2,Step16_Model3_EQB_CH1,Step17_Model1_EQC_CH1,Step18_Model1_EQA_CH2,Step19_Model1_EQA_CH3,Step20_Model3_EQA_CH4,Step21_Model3_EQB_CH1,Step22_Model2_EQA_CH4,Step23_Model2_EQB_CH1,Step24_Model3_EQC_CH2,Step25_Model1_EQB_CH3,Step26_Model2_EQC_CH1,Step27_Model1_EQB_CH3,Step28_Model2_EQA_CH2,Step29_Model3_EQC_CH2,Step30_Model3_EQB_CH3,,31.29,37.49,,,,,,,,,,,,,,,,,,41.89,,38.85,,34.92,54.38,30.79,,,,,,49.68,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,
